
Symbol,Date,"52 Week High","52 Week Low","Previous Year Div","Current Year Div","Volume (non block)","Today High","Today Low","Last Traded","Close Price","Price Change","Closing Bid","Closing Ask"
AFS,2017-09-01,52.000000,17.500000,.640000,.700000,.000000,,,49.000000,49.000000,.000000,47.050000,49.000000
BIL,2017-09-01,12.000000,3.110000,.110000,.110000,9501.000000,8.100000,8.100000,8.100000,8.100000,.050000,8.100000,8.550000
BRG,2017-09-01,24.000000,4.700000,.200000,.500000,30378.000000,11.500000,10.600000,10.600000,11.470000,-2.590000,10.600000,11.800000
BPOW,2017-09-01,57.600000,19.800000,.170000,.190000,856.000000,41.000000,41.000000,41.000000,41.000000,1.000000,41.000000,41.500000
CWJ,2017-09-01,1.800000,.650000,,,18094.000000,1.050000,1.040000,1.050000,1.050000,.040000,1.040000,1.050000
CHL,2017-09-01,30.000000,8.200000,2.650000,.245000,1550.000000,9.600000,9.600000,9.600000,9.600000,.000000,10.400000,11.000000
CCC,2017-09-01,39.700000,18.000000,,,40150.000000,29.000000,27.000000,27.000000,28.590000,.400000,27.000000,29.000000
CAR,2017-09-01,110.000000,60.000000,6.700000,5.800000,30352.000000,108.000000,107.800000,108.000000,108.000000,.040000,107.510000,108.000000
CBNY,2017-09-01,.260000,.160000,,,200.000000,.170000,.170000,.170000,.170000,.000000,.170000,.220000
DCOVE,2017-09-01,22.500000,12.050000,.600000,.600000,200.000000,17.300000,17.300000,17.300000,17.300000,-.040000,16.700000,17.300000
1834,2017-09-01,2.270000,1.100000,.120000,.080000,31474.000000,1.400000,1.340000,1.340000,1.400000,.120000,1.340000,1.490000
GK,2017-09-01,46.500000,35.000000,1.540000,.300000,14115.000000,42.000000,41.100000,42.000000,41.890000,.380000,41.100000,42.000000
HONBUN,2017-09-01,8.800000,4.500000,.130000,.040000,14470.000000,4.900000,4.500000,4.900000,4.710000,-.190000,4.000000,4.900000
JBG,2017-09-01,20.000000,13.750000,.330000,.180000,26278.000000,18.950000,18.500000,18.950000,18.920000,.530000,18.400000,18.950000
JP,2017-09-01,22.000000,7.500000,.400000,.120000,.000000,,,15.050000,15.870000,.000000,15.000000,15.500000
JPS5C,2017-09-01,.380000,.360000,.100000,.050000,.000000,,,.380000,.380000,.000000,.000000,.000000
JPS5D,2017-09-01,.380000,.360000,.100000,.050000,.000000,,,.380000,.380000,.000000,.400000,.000000
JPS6,2017-09-01,.440000,.410000,.120000,.060000,.000000,,,.440000,.440000,.000000,.000000,.000000
JPS7,2017-09-01,.480000,.450000,.140000,.070000,.000000,,,.480000,.480000,.000000,.480000,.000000
JAMT,2017-09-01,5.600000,1.600000,,,500.000000,5.000000,5.000000,5.000000,5.000000,.360000,4.640000,4.830000
KPREIT,2017-09-01,16.000000,4.025000,.002400,,742.000000,7.500000,7.500000,7.500000,7.500000,.290000,7.150000,7.500000
KW,2017-09-01,34.000000,16.000000,.290000,.370000,1503.000000,30.850000,30.790000,30.790000,30.790000,-.060000,30.790000,30.850000
LASD,2017-09-01,7.960000,6.000000,.053000,.045000,388392.000000,7.000000,6.900000,6.900000,6.920000,-.110000,6.790000,6.900000
LASF,2017-09-01,5.290000,2.770000,.035000,.040000,26100.000000,3.900000,3.600000,3.900000,3.740000,.030000,3.710000,3.900000
SEP,2017-09-01,45.100000,19.500000,3.230000,.600000,4000.000000,33.000000,33.000000,33.000000,33.000000,.000000,30.500000,33.000000
SVL,2017-09-01,12.900000,4.500000,.370000,.390000,81771.000000,12.900000,12.000000,12.900000,12.110000,.870000,12.500000,12.900000
PROVEN,2017-09-01,.260000,.020625,.007400,.001500,14100.000000,.240000,.240000,.240000,.240000,.000000,.230000,.240000
AMG,2017-09-01,24.400000,2.580000,.380000,.420000,11000.000000,3.370000,3.200000,3.300000,3.300000,-.160000,3.300000,3.480000
CPJ,2017-09-01,4.830000,2.950000,.060000,,3000.000000,3.800000,3.800000,3.800000,3.800000,.040000,3.810000,4.100000
GENAC,2017-09-01,4.500000,1.480000,.169700,.193940,9956.000000,2.800000,2.800000,2.800000,2.800000,-.020000,2.800000,3.200000
SIJL,2017-09-01,42.500000,25.200000,1.800000,1.350000,.000000,,,35.500000,35.500000,.000000,35.500000,38.000000
TCL,2017-09-01,63.000000,58.500000,,,.000000,,,.000000,60.000000,.000000,,
MUSIC,2017-09-01,.550000,.170000,,,.000000,,,.580000,.480000,.000000,.520000,1.230000
KLE,2017-09-01,3.650000,1.130000,,,25147.000000,3.050000,3.000000,3.050000,3.030000,.030000,3.000000,3.160000
PURITY,2017-09-01,4.500000,1.700000,,,.000000,,,1.950000,1.980000,.000000,2.000000,2.250000
PTL,2017-09-01,4.700000,1.300000,,,.000000,,,2.700000,2.700000,.000000,2.500000,2.700000
KREMI,2017-09-01,10.200000,5.000000,,.060000,1632.000000,6.850000,6.850000,6.850000,6.850000,.090000,6.500000,6.850000
JSE,2017-09-01,13.500000,4.250000,.659600,.035600,850.000000,6.350000,6.350000,6.350000,6.350000,.330000,6.120000,6.350000
EPLY,2017-09-01,13.000000,10.010000,63.629300,.334400,.000000,,,12.000000,11.960000,.000000,11.000000,14.200000
JMMB7.25,2017-09-01,2.510000,2.350000,.193700,.256900,.000000,,,2.510000,2.510000,.000000,.000000,2.500000
JMMB7.5,2017-09-01,2.150000,1.710000,.152400,.167800,45100.000000,2.000000,2.000000,2.000000,2.000000,.000000,1.850000,2.000000
CFF,2017-09-01,15.150000,7.200000,.100000,.250000,.000000,,,11.710000,11.710000,.000000,11.710000,12.000000
JPS9.5,2017-09-01,1325.000000,1247.000000,.952600,,.000000,,,1302.000000,1302.000000,.000000,1300.000000,.000000
XFUND,2017-09-01,13.800000,9.500000,.140000,.140000,17729.000000,12.020000,11.960000,11.960000,12.000000,-.050000,11.200000,11.900000
EPLY9.5,2017-09-01,7.250000,6.000000,.571700,.570100,.000000,,,7.250000,7.250000,.000000,.000000,7.250000
DTL,2017-09-01,9.500000,3.100000,,,.000000,,,7.900000,7.900000,.000000,6.500000,7.500000
SJ,2017-09-01,40.000000,21.500000,1.110000,.700000,331028.000000,34.100000,32.000000,34.100000,33.120000,1.100000,32.610000,34.100000
JAMTVR2017,2017-09-01,100.000000,100.000000,,,.000000,,,100.000000,100.000000,.000000,,
MDS,2017-09-01,8.050000,3.200000,.093000,.050000,9073.000000,4.270000,4.270000,4.270000,4.270000,.000000,4.300000,6.000000
KEX,2017-09-01,41.000000,3.910000,.240000,.068000,64743.000000,14.990000,14.500000,14.500000,14.890000,.420000,14.400000,14.500000
MTL,2017-09-01,.400000,.200100,.010300,.011900,.000000,,,.300000,.300000,.000000,.200000,.300000
SRA,2017-09-01,3.860000,2.980000,,,.000000,,,3.520000,3.530000,.000000,2.000000,3.500000
SIL,2017-09-01,18.200000,12.750000,.001200,,.000000,,,12.750000,12.750000,.000000,12.800000,14.000000
138SL,2017-09-01,5.720000,4.450000,,,100.000000,4.750000,4.750000,4.750000,4.750000,.000000,4.750000,.000000
138SLVR,2017-09-01,5.680000,5.000000,,,.000000,,,5.680000,5.680000,.000000,.000000,5.680000
MCL9,2017-09-01,,,,,.000000,,,.000000,5.480000,.000000,,
EPLYSTP,2017-09-01,6.850000,6.100000,.607000,.660500,.000000,,,6.600000,6.600000,.000000,.000000,6.600000
JMMBGL7.50,2017-09-01,1.200000,1.000000,,.075600,34643.000000,1.160000,1.150000,1.160000,1.160000,.010000,1.160000,1.190000
JMMBGL7.25,2017-09-01,1.600000,1.300000,,.117500,.000000,,,1.500000,1.500000,.000000,1.310000,.000000
JPGVR2019,2017-09-01,100.000000,100.000000,,,.000000,,,100.000000,100.000000,.000000,,
SILUS,2017-09-01,.110000,.110000,,,.000000,,,.110000,.110000,.000000,.110000,.000000
ROC,2017-09-01,4.650000,2.880000,,,.000000,,,2.880000,2.880000,.000000,2.890000,2.900000
JETCON,2017-09-01,8.666666,.966666,,,17858.000000,4.600000,4.500000,4.500000,4.560000,-.020000,4.100000,4.400000
ISP,2017-09-01,35.000000,6.000000,,,.000000,,,19.000000,19.000000,.000000,19.000000,20.000000
KEY,2017-09-01,3.950000,2.000000,,,1857.000000,3.100000,3.100000,3.100000,3.100000,.000000,3.100000,4.000000
LASM,2017-09-01,6.250000,4.300000,.030000,.035000,2300.000000,4.450000,4.450000,4.450000,4.450000,-.040000,4.500000,4.600000
