
Symbol,Date,"52 Week High","52 Week Low","Previous Year Div","Current Year Div","Volume (non block)","Today High","Today Low","Last Traded","Close Price","Price Change","Closing Bid","Closing Ask"
AFS,2020-04-01,48.000000,17.650000,.870000,.100000,4238.000000,25.000000,23.000000,23.000000,23.803587,-1.150000,19.510000,28.560000
BIL,2020-04-01,100.000000,36.800000,2.197000,,51460.000000,59.980000,51.510000,54.000000,56.140839,-2.830000,51.550000,58.800000
BRG,2020-04-01,21.000000,9.500000,.307000,,50404.000000,14.000000,10.830000,14.000000,11.603181,.560000,10.900000,14.500000
BPOW,2020-04-01,16.300000,3.000000,.020000,,24400.000000,4.000000,4.000000,4.000000,4.000000,.000000,3.900000,4.000000
CHL,2020-04-01,12.000000,5.100000,.240000,.100000,3400.000000,5.700000,5.100000,5.700000,5.364706,-.340000,5.550000,6.000000
CCC,2020-04-01,100.000000,35.000000,,,162574.000000,40.000000,39.000000,39.000000,39.768975,-4.690000,38.980000,44.980000
CAR,2020-04-01,9.910000,5.800000,.670000,.150000,77948.000000,6.750000,6.740000,6.750000,6.746151,.140000,6.660000,6.750000
CBNY,2020-04-01,.140000,.070000,,,172629.000000,.100000,.080000,.100000,.080013,.000000,.080000,.110000
DCOVE,2020-04-01,14.000000,6.000000,.600000,.300000,150.000000,7.750000,7.750000,7.750000,7.750000,1.710000,6.900000,7.750000
1834,2020-04-01,1.260000,.750000,.080000,,217781.000000,1.040000,.800000,1.040000,.858553,-.070000,.800000,1.040000
GK,2020-04-01,79.990000,50.510000,1.550000,.400000,82834.000000,58.000000,56.000000,57.000000,57.523352,-1.020000,56.000000,57.750000
HONBUN,2020-04-01,9.900000,3.700000,.060000,.050000,68861.000000,6.550000,6.000000,6.000000,6.016469,-.160000,6.010000,6.550000
JBG,2020-04-01,43.630000,21.000000,.390000,.180000,99832.000000,33.000000,27.000000,33.000000,28.977674,-1.520000,30.500000,33.000000
JP,2020-04-01,31.190000,15.000000,,.150000,17100.000000,23.000000,20.900000,21.010000,22.302719,.970000,20.900000,22.000000
JPS5C,2020-04-01,,,.100000,.025000,.000000,.000000,.000000,,.380000,.000000,.430000,
JPS5D,2020-04-01,,,.100000,.025000,.000000,.000000,.000000,,.380000,.000000,.430000,
JPS6,2020-04-01,,,.120000,.030000,.000000,.000000,.000000,,.440000,.000000,,
JPS7,2020-04-01,,,.140000,.035000,.000000,.000000,.000000,,.480000,.000000,.530000,
JAMT,2020-04-01,9.000000,3.000000,.060000,,47577.000000,4.000000,3.950000,4.000000,3.987789,-.010000,3.950000,4.000000
