
Symbol,Date,"52 Week High","52 Week Low","Previous Year Div","Current Year Div","Volume (non block)","Today High","Today Low","Last Traded","Close Price","Price Change","Closing Bid","Closing Ask"
AFS,2018-05-01,56.000000,32.000000,.870000,.170000,250.000000,47.100000,47.100000,47.100000,47.100000,.100000,47.000000,50.000000
BIL,2018-05-01,12.000000,6.000000,.110000,.300000,15000.000000,10.000000,10.000000,10.000000,10.000000,.490000,9.500000,10.000000
BRG,2018-05-01,24.000000,10.600000,.500000,,37100.000000,19.100000,19.000000,19.000000,19.030000,.010000,18.900000,19.000000
BPOW,2018-05-01,56.500000,33.000000,.190000,,.000000,.000000,.000000,36.850000,36.850000,.000000,30.000000,32.000000
CHL,2018-05-01,20.500000,9.500000,.245000,.115000,.000000,.000000,.000000,10.000000,9.900000,.000000,9.600000,10.000000
CCC,2018-05-01,43.500000,18.000000,,,9798.000000,37.980000,37.510000,37.550000,37.600000,.100000,37.550000,37.980000
CAR,2018-05-01,14.000000,7.400000,5.980000,.200000,285505.000000,10.750000,10.600000,10.600000,10.620000,-.070000,10.570000,10.700000
CBNY,2018-05-01,.500000,.070000,,,841130.000000,.110000,.110000,.110000,.110000,.000000,.100000,.110000
DCOVE,2018-05-01,22.500000,13.200000,.800000,.200000,.000000,.000000,.000000,17.000000,17.000000,.000000,.000000,17.000000
1834,2018-05-01,1.850000,1.030000,.080000,,71507.000000,1.160000,1.160000,1.160000,1.160000,.000000,1.160000,1.200000
GK,2018-05-01,55.000000,39.000000,1.130000,.400000,8829.000000,49.000000,49.000000,49.000000,49.000000,.920000,48.000000,49.000000
HONBUN,2018-05-01,8.000000,3.000000,.040000,.020000,21380.000000,4.800000,4.750000,4.800000,4.760000,.150000,4.750000,4.800000
JBG,2018-05-01,21.000000,15.100000,.350000,.170000,44639.000000,21.000000,20.500000,21.000000,20.690000,.180000,20.500000,20.510000
JP,2018-05-01,20.190000,13.000000,.120000,,9500.000000,16.800000,16.510000,16.510000,16.740000,-.250000,16.510000,16.800000
JPS5C,2018-05-01,.380000,.380000,.100000,.025000,.000000,.000000,.000000,.380000,.380000,.000000,.380000,.000000
JPS5D,2018-05-01,.380000,.380000,.100000,.025000,.000000,.000000,.000000,.380000,.380000,.000000,.400000,.000000
