
Symbol,Date,"52 Week High","52 Week Low","Previous Year Div","Current Year Div","Volume (non block)","Today High","Today Low","Last Traded","Close Price","Price Change","Closing Bid","Closing Ask"
AFS,2018-09-03,56.000000,32.000000,.870000,.790000,1000.000000,43.500000,41.500000,41.500000,42.130000,-1.190000,41.500000,46.000000
BIL,2018-09-03,13.000000,7.000000,.110000,.300000,7724.000000,9.610000,9.610000,9.610000,9.610000,.010000,9.600000,12.380000
BRG,2018-09-03,24.000000,10.700000,.500000,.285000,5775.000000,21.000000,21.000000,21.000000,21.000000,-.500000,21.000000,21.400000
BPOW,2018-09-03,5.200000,2.800000,.190000,.190000,87428.000000,5.000000,4.900000,5.000000,4.990000,-.010000,5.000000,50.000000
CHL,2018-09-03,13.000000,9.490000,.245000,.245000,100.000000,13.000000,13.000000,13.000000,13.000000,.500000,12.500000,12.750000
CCC,2018-09-03,56.000000,25.500000,,,31442.000000,51.000000,47.500000,51.000000,50.420000,.430000,49.000000,51.000000
CAR,2018-09-03,14.000000,8.900000,5.980000,.680000,444645.000000,9.500000,9.100000,9.500000,9.470000,.350000,9.120000,9.500000
CBNY,2018-09-03,.500000,.070000,,,5000.000000,.130000,.130000,.130000,.130000,.010000,.110000,.120000
DCOVE,2018-09-03,20.180000,13.200000,.800000,.600000,.000000,.000000,.000000,17.000000,16.780000,.000000,16.500000,17.000000
1834,2018-09-03,1.650000,.900000,.080000,,5000.000000,1.160000,1.160000,1.160000,1.160000,-.040000,1.010000,1.160000
GK,2018-09-03,62.500000,40.000000,1.130000,.400000,54752.000000,60.000000,60.000000,60.000000,60.000000,.240000,59.000000,60.000000
HONBUN,2018-09-03,5.500000,3.000000,.040000,.220000,.000000,.000000,.000000,4.300000,4.420000,.000000,3.950000,4.500000
JBG,2018-09-03,33.000000,15.750000,.350000,.170000,179239.000000,27.000000,25.600000,26.000000,26.630000,1.220000,25.600000,26.000000
JP,2018-09-03,19.980000,14.000000,.120000,,14365.000000,19.980000,19.000000,19.850000,19.330000,.820000,19.850000,24.400000
JPS5C,2018-09-03,,,.100000,.050000,.000000,.000000,.000000,.380000,.380000,.000000,.380000,.000000
JPS5D,2018-09-03,,,.100000,.050000,.000000,.000000,.000000,.380000,.380000,.000000,.000000,.000000
JPS6,2018-09-03,.440000,.440000,.120000,.060000,.000000,.000000,.000000,.440000,.440000,.000000,.440000,.000000
MIL,2018-09-03,9.000000,4.100000,.230000,,.000000,.000000,.000000,7.100000,7.100000,.000000,7.230000,7.550000
PAL,2018-09-03,1500.000000,560.000000,1.000000,,.000000,.000000,.000000,1500.000000,1425.000000,.000000,650.000000,1300.000000
PJAM,2018-09-03,58.990000,33.000000,1.050000,.750000,200.000000,55.000000,55.000000,55.000000,55.000000,1.990000,55.000000,57.000000
PULS,2018-09-03,3.950000,1.400000,.080000,.015000,5000.000000,2.800000,2.800000,2.800000,2.800000,.000000,2.420000,2.800000
RJR,2018-09-03,1.400000,.950000,.020000,,700.000000,1.050000,1.050000,1.050000,1.050000,.030000,1.030000,1.050000
SALF,2018-09-03,18.000000,7.480000,.500000,.500000,.000000,.000000,.000000,18.000000,18.000000,.000000,17.100000,18.000000
SGJ,2018-09-03,60.000000,44.060000,1.800000,1.440000,5790.000000,53.010000,53.000000,53.000000,53.000000,.520000,53.000000,53.660000
SEP,2018-09-03,50.000000,25.000000,.950000,.500000,2326.000000,45.000000,43.000000,45.000000,44.640000,-.360000,43.250000,45.000000
JMMBGLUSD5.75,2018-09-03,1.500000,1.500000,.086200,.086209,.000000,.000000,.000000,1.500000,1.500000,.000000,.000000,.000000
JMMBGL7.50,2018-09-03,1.200000,.850000,.075600,.053321,100000.000000,1.020000,1.020000,1.020000,1.020000,.000000,1.010000,1.060000
JMMBGL7.25,2018-09-03,1.550000,1.500000,.117500,.078660,.000000,.000000,.000000,1.550000,1.550000,.000000,1.550000,.000000
SILUS,2018-09-03,.122100,.085000,,,.000000,.000000,.000000,.090000,.090000,.000000,.090000,.122100
ROC,2018-09-03,4.070000,2.800000,,,17500.000000,3.250000,3.250000,3.250000,3.250000,.030000,2.850000,3.250000
JETCON,2018-09-03,5.000000,3.500000,,.035000,59711.000000,4.110000,4.000000,4.000000,4.000000,.000000,4.000000,4.010000
ISP,2018-09-03,20.000000,10.000000,,,.000000,.000000,.000000,20.000000,20.000000,.000000,11.500000,20.000000
KEY,2018-09-03,4.750000,2.750000,,,.000000,.000000,.000000,3.080000,3.080000,.000000,3.100000,3.750000
PJX,2018-09-03,11.500000,7.500000,,,.000000,.000000,.000000,8.000000,8.000000,.000000,8.010000,10.000000
AFSVR2020,2018-09-03,,,,,.000000,.000000,.000000,100.000000,100.000000,.000000,.000000,.000000
ISP10FR20SEP19,2018-09-03,.000000,.000000,,,.000000,.000000,.000000,110.000000,110.000000,.000000,.000000,.000000
EPLY8.25,2018-09-03,6.250000,5.000000,,.286130,.000000,.000000,.000000,6.200000,6.200000,.000000,.000000,.000000
MEEG,2018-09-03,8.000000,4.350000,,,207.000000,7.100000,7.100000,7.100000,7.100000,.010000,7.100000,7.500000
PROVEN8.25,2018-09-03,6.000000,5.000000,,.206250,.000000,.000000,.000000,5.170000,5.170000,.000000,.000000,.000000
NCBFG,2018-09-03,115.000000,80.060000,,2.100000,24360.000000,114.000000,110.000000,112.000000,111.640000,-.120000,112.000000,114.000000
NCBFGFR2021,2018-09-03,131.588400,.000000,,,.000000,.000000,.000000,143.610000,143.610000,.000000,.000000,.000000
FOSRICH,2018-09-03,3.700000,2.250000,,,41661.000000,2.990000,2.800000,2.990000,2.970000,-.020000,2.800000,2.990000
GWEST,2018-09-03,4.000000,2.000000,,,.000000,.000000,.000000,2.120000,2.120000,.000000,2.050000,2.300000
WISYNCO,2018-09-03,13.810000,8.750000,,,46051.000000,9.400000,9.000000,9.200000,9.110000,-.100000,9.100000,9.200000
VMIL,2018-09-03,4.850000,3.200000,,,48329.000000,3.870000,3.600000,3.650000,3.670000,.060000,3.650000,3.870000
ELITE,2018-09-03,3.480000,2.600000,,,.000000,.000000,.000000,3.010000,3.000000,.000000,3.020000,3.250000
EPLY5.00,2018-09-03,1.000000,1.000000,,,.000000,.000000,.000000,1.000000,1.000000,.000000,.990000,1.000000
EPLY8.75,2018-09-03,6.100000,5.750000,,,.000000,.000000,.000000,6.060000,6.060000,.000000,.000000,.000000
DTL9,2018-09-03,2.520000,1.900000,,,.000000,.000000,.000000,2.520000,2.520000,.000000,1.900000,.000000
JMMBGL5.50NC,2018-09-03,,,,,.000000,.000000,.000000,.000000,2.000000,.000000,.000000,.000000
JMMBGL5.75C,2018-09-03,2.250000,2.000000,,,.000000,.000000,.000000,2.010000,2.010400,.000000,2.000000,2.100000
JMMBGL7.00NC,2018-09-03,2.110000,2.000000,,,.000000,.000000,.000000,2.000000,2.000000,.000000,.000000,2.000000
JMMBGL7.25C,2018-09-03,2.450000,2.000000,,,.000000,.000000,.000000,2.110000,2.120000,.000000,2.110000,.000000
CAC9.50,2018-09-03,,,,,.000000,.000000,.000000,.000000,1.000000,.000000,.000000,.000000
PANJAM2025,2018-09-03,,,,,.000000,.000000,.000000,100.000000,100.000000,.000000,.000000,.000000
SCIJA,2018-09-03,.125000,.097500,,,429.000000,.110000,.110000,.110000,.110000,.000100,.080000,.110000
SCIJMD,2018-09-03,,,,,.000000,.000000,.000000,.000000,13.720000,.000000,.000000,11.420000
SCIUS,2018-09-03,17.000000,10.000000,,,576849.000000,12.000000,11.980000,12.000000,12.000000,-.020000,11.950000,12.000000
SCIUSD,2018-09-03,,,,,.000000,.000000,.000000,.000000,.110000,.000000,.090000,.000000
EFRESH,2018-09-03,2.800000,1.850000,,,747370.000000,2.200000,2.100000,2.200000,2.150000,.050000,2.100000,2.200000
MJE,2018-09-03,10.000000,8.200000,,,11649.000000,9.750000,9.500000,9.500000,9.670000,-.070000,8.690000,9.740000
INDIES,2018-09-03,2.800000,1.950000,,,141895.000000,2.800000,2.650000,2.690000,2.740000,.070000,2.690000,2.790000
SML,2018-09-03,5.500000,4.400000,,,4877.000000,4.600000,4.400000,4.400000,4.410000,-.190000,4.200000,4.400000
JPS7,2018-09-03,,,.140000,.070000,.000000,.000000,.000000,.480000,.480000,.000000,.000000,.000000
JAMT,2018-09-03,6.000000,3.330000,,.030000,.000000,.000000,.000000,4.200000,4.020000,.000000,4.020000,4.200000
KPREIT,2018-09-03,8.070000,5.000000,,,7102.000000,5.800000,5.750000,5.800000,5.780000,-.120000,6.000000,7.000000
KW,2018-09-03,65.000000,28.500000,.370000,.410000,8792.000000,64.290000,61.010000,64.290000,62.320000,-2.000000,61.010000,75.000000
LASD,2018-09-03,8.490000,3.080000,.045000,.117000,34918.000000,4.050000,4.000000,4.000000,4.000000,-.050000,3.980000,4.000000
LASF,2018-09-03,6.600000,3.350000,.040000,,1737.000000,5.800000,5.800000,5.800000,5.800000,.000000,5.770000,5.800000
LASM,2018-09-03,4.770000,3.300000,.035000,.038000,49500.000000,3.900000,3.900000,3.900000,3.900000,-.030000,3.900000,4.000000
SVL,2018-09-03,16.850000,9.000000,.390000,.650000,26543.000000,15.500000,15.000000,15.500000,15.460000,.420000,15.100000,15.500000
PROVEN,2018-09-03,.240000,.150000,.001500,.005500,16425.000000,.230000,.230000,.230000,.230000,.000000,.230000,.250000
AMG,2018-09-03,3.500000,1.900000,.420000,,27913.000000,1.950000,1.940000,1.940000,1.950000,.020000,1.900000,1.920000
CPJ,2018-09-03,7.150000,3.000000,,,787109.000000,6.500000,6.500000,6.500000,6.500000,-.010000,6.200000,6.500000
GENAC,2018-09-03,5.000000,2.500000,.193940,,12100.000000,4.400000,3.850000,3.850000,4.300000,.500000,3.510000,3.850000
KLE,2018-09-03,3.300000,2.080000,,,.000000,.000000,.000000,3.300000,3.300000,.000000,3.050000,3.300000
PURITY,2018-09-03,2.810000,1.400000,,,5200.000000,2.500000,2.500000,2.500000,2.500000,.010000,2.300000,2.500000
PTL,2018-09-03,4.000000,2.100000,,,3000.000000,3.000000,3.000000,3.000000,3.000000,.400000,2.750000,3.000000
KREMI,2018-09-03,7.540000,4.500000,.060000,,21839.000000,6.000000,5.850000,6.000000,5.890000,.190000,5.600000,6.500000
JSE,2018-09-03,8.500000,5.820000,.145600,.299500,81800.000000,8.150000,8.000000,8.000000,8.030000,.020000,8.000000,8.350000
EPLY,2018-09-03,13.000000,8.000000,.371600,.238600,.000000,.000000,.000000,10.180000,10.180000,.000000,10.000000,10.050000
JMMB7.25,2018-09-03,2.600000,2.480000,.272293,.107751,.000000,.000000,.000000,2.550000,2.550000,.000000,.000000,.000000
JMMB7.5,2018-09-03,2.080000,1.800000,.180539,.089173,.000000,.000000,.000000,1.850000,1.850000,.000000,.000000,.000000
CFF,2018-09-03,19.000000,9.070000,.250000,.250000,50000.000000,19.000000,19.000000,19.000000,19.000000,1.000000,16.010000,19.000000
JPS9.5,2018-09-03,1302.000000,1302.000000,,,.000000,.000000,.000000,1302.000000,1302.000000,.000000,.000000,.000000
XFUND,2018-09-03,17.500000,10.600000,.140000,,440810.000000,11.500000,11.000000,11.050000,11.460000,-.560000,12.050000,13.990000
EPLY9.5,2018-09-03,7.890000,5.980000,.620100,.331070,.000000,.000000,.000000,5.980000,5.980000,.000000,5.990000,.000000
DTL,2018-09-03,30.000000,6.000000,,,20000.000000,24.150000,23.000000,23.000000,23.960000,.930000,23.500000,28.000000
SJ,2018-09-03,42.000000,32.500000,1.280000,.660000,115984.000000,40.000000,39.000000,39.000000,39.090000,.320000,39.000000,39.500000
MDS,2018-09-03,6.700000,4.300000,.050000,.104000,15300.000000,6.700000,6.500000,6.670000,6.600000,-.070000,5.600000,6.670000
KEX,2018-09-03,15.000000,11.300000,.068000,.070000,.000000,.000000,.000000,12.600000,12.600000,.000000,11.500000,12.700000
MTL,2018-09-03,.320000,.153000,.011900,.015000,.000000,.000000,.000000,.190000,.190000,.000000,.190000,.199500
