
Symbol,Date,"52 Week High","52 Week Low","Previous Year Div","Current Year Div","Volume (non block)","Today High","Today Low","Last Traded","Close Price","Price Change","Closing Bid","Closing Ask"
AFS,2019-01-02,56.000000,36.000000,.930000,,2598.000000,52.750000,52.580000,52.580000,52.680000,2.120000,52.580000,.000000
BIL,2019-01-02,56.000000,7.000000,.890000,,18501.000000,56.000000,54.200000,54.200000,54.940000,1.770000,54.200000,54.500000
BRG,2019-01-02,24.500000,16.000000,.285000,,10873.000000,22.000000,22.000000,22.000000,22.000000,.050000,22.000000,23.000000
BPOW,2019-01-02,7.500000,2.800000,.190000,,13025.000000,5.040000,4.950000,5.040000,4.990000,-.050000,5.200000,5.990000
CWJ,2019-01-02,1.450000,.000000,,,.000000,.000000,.000000,1.450000,1.450000,.000000,.000000,.000000
CHL,2019-01-02,15.000000,9.490000,.245000,,.000000,.000000,.000000,15.000000,15.000000,.000000,14.700000,15.000000
CCC,2019-01-02,56.000000,30.000000,,,10000.000000,42.000000,42.000000,42.000000,42.000000,-.400000,41.990000,42.000000
CAR,2019-01-02,11.500000,8.500000,.870000,,17518.000000,9.480000,9.400000,9.470000,9.450000,-.020000,9.470000,9.480000
CBNY,2019-01-02,.460000,.070000,,,.000000,.000000,.000000,.120000,.120000,.000000,.120000,.170000
DCOVE,2019-01-02,18.500000,14.450000,.600000,,.000000,.000000,.000000,16.500000,16.500000,.000000,16.500000,16.890000
1834,2019-01-02,1.410000,.900000,.100000,,30000.000000,1.160000,1.160000,1.160000,1.160000,.000000,1.150000,1.160000
GK,2019-01-02,75.000000,42.500000,1.350000,,24340.000000,65.000000,64.500000,65.000000,64.620000,1.120000,63.000000,65.000000
HONBUN,2019-01-02,5.500000,3.100000,.220000,,4523.000000,3.900000,3.620000,3.620000,3.890000,-.010000,3.250000,3.600000
JBG,2019-01-02,33.000000,17.020000,.360000,,54550.000000,29.120000,28.000000,28.000000,28.150000,-.970000,28.990000,29.000000
JP,2019-01-02,33.000000,14.950000,,,11099.000000,23.000000,23.000000,23.000000,23.000000,.390000,22.610000,23.000000
JPS5C,2019-01-02,,,.100000,,.000000,.000000,.000000,.380000,.380000,.000000,.380000,.000000
JPS5D,2019-01-02,,,.100000,,.000000,.000000,.000000,.380000,.380000,.000000,.000000,.000000
SIJL,2019-01-02,.000000,.000000,,,.000000,.000000,.000000,35.500000,35.500000,.000000,.000000,.000000
SEP,2019-01-02,62.000000,26.800000,.500000,.450000,13650.000000,30.900000,29.500000,30.900000,29.800000,-.160000,29.510000,30.000000
SVL,2019-01-02,24.000000,10.000000,.810000,,13430.000000,17.500000,16.500000,16.500000,16.650000,-.630000,16.490000,16.500000
TCL,2019-01-02,.000000,.000000,,,.000000,.000000,.000000,60.000000,60.000000,.000000,.000000,.000000
PROVEN,2019-01-02,.250000,.150000,.007500,,10500.000000,.200000,.200000,.200000,.200000,.004600,.201300,.215000
AMG,2019-01-02,3.000000,1.600000,,,26074.000000,1.900000,1.900000,1.900000,1.900000,.000000,1.870000,1.900000
CPJ,2019-01-02,7.150000,4.000000,,,2948.000000,5.000000,5.000000,5.000000,5.000000,.130000,5.400000,5.500000
JMMB7.5,2019-01-02,2.000000,.000000,,,.000000,.000000,.000000,1.850000,1.850000,.000000,.000000,.000000
CFF,2019-01-02,21.000000,9.070000,.250000,,.000000,.000000,.000000,19.000000,19.000000,.000000,16.000000,19.000000
JPS9.5,2019-01-02,1302.000000,1302.000000,,,.000000,.000000,.000000,1302.000000,1302.000000,.000000,.000000,.000000
XFUND,2019-01-02,17.500000,9.510000,,,63513.000000,14.070000,13.000000,14.070000,13.310000,-.760000,12.750000,14.070000
EPLY9.5,2019-01-02,7.890000,.000000,,,.000000,.000000,.000000,6.010000,6.010000,.000000,.000000,.000000
DTL,2019-01-02,4.000000,.700000,,,34506.000000,2.500000,2.450000,2.470000,2.470000,-.060000,2.450000,2.470000
SJ,2019-01-02,55.000000,34.050000,1.200000,,16220.000000,39.990000,37.500000,39.990000,38.870000,1.400000,39.900000,39.990000
MDS,2019-01-02,10.000000,4.300000,.104000,,.000000,.000000,.000000,6.500000,7.480000,.000000,6.500000,7.300000
KEX,2019-01-02,15.000000,10.000000,.070000,,.000000,.000000,.000000,13.000000,13.000000,.000000,12.500000,13.000000
MTL,2019-01-02,.250000,.153000,.015000,,.000000,.000000,.000000,.200000,.200000,.000000,.160000,.000000
MCL9,2019-01-02,.000000,.000000,,,.000000,.000000,.000000,5.480000,5.480000,.000000,.000000,.000000
SRA,2019-01-02,3.860000,3.500000,,,.000000,.000000,.000000,3.500000,3.500000,.000000,2.000000,3.860000
SIL,2019-01-02,5.600000,1.560000,.452850,,32488.000000,3.900000,3.700000,3.700000,3.730000,.120000,3.630000,3.700000
138SL,2019-01-02,6.150000,3.360000,,,.000000,.000000,.000000,3.500000,3.500000,.000000,3.500000,5.000000
138SLVR,2019-01-02,5.690000,5.680000,,,.000000,.000000,.000000,5.690000,5.690000,.000000,.000000,5.690000
EPLYSTP,2019-01-02,6.020000,.000000,,,.000000,.000000,.000000,6.020000,6.020000,.000000,.000000,.000000
NCBFGFR2021,2019-01-02,.000000,.000000,,,.000000,.000000,.000000,143.610000,143.610000,.000000,.000000,.000000
FOSRICH,2019-01-02,4.490000,2.250000,,,13463.000000,3.860000,3.860000,3.860000,3.860000,-.020000,3.900000,3.950000
GWEST,2019-01-02,4.000000,1.240000,,,.000000,.000000,.000000,1.600000,1.420000,.000000,1.450000,2.000000
WISYNCO,2019-01-02,13.000000,8.700000,,,25118.000000,10.940000,10.500000,10.500000,10.560000,-.380000,10.890000,10.900000
VMIL,2019-01-02,4.850000,3.010000,,,70834.000000,4.000000,3.750000,3.850000,3.820000,.060000,3.760000,3.850000
ELITE,2019-01-02,3.550000,2.600000,,,7441.000000,2.950000,2.930000,2.940000,2.940000,.020000,2.930000,2.940000
EPLY5.00,2019-01-02,1.000000,.990000,,,.000000,.000000,.000000,1.000000,1.000000,.000000,.970000,.980000
EPLY8.75,2019-01-02,6.100000,5.750000,,,.000000,.000000,.000000,6.000000,6.000000,.000000,6.000000,.000000
DTL9,2019-01-02,2.520000,1.900000,,,.000000,.000000,.000000,2.100000,2.100000,.000000,2.000000,.000000
JMMBGL5.50NC,2019-01-02,,,,,.000000,.000000,.000000,.000000,2.000000,.000000,.000000,2.030000
JMMBGL5.75C,2019-01-02,2.250000,2.000000,,,.000000,.000000,.000000,2.057000,2.057000,.000000,2.000000,2.057000
JMMBGL7.00NC,2019-01-02,2.110000,2.000000,,,.000000,.000000,.000000,2.000000,2.000000,.000000,2.000000,.000000
JMMBGL7.25C,2019-01-02,2.450000,2.000000,,,.000000,.000000,.000000,2.120000,2.120000,.000000,2.120000,.000000
CAC9.50,2019-01-02,1.160000,1.160000,,,.000000,.000000,.000000,1.160000,1.160000,.000000,1.160000,1.500000
PANJAM2025,2019-01-02,,,,,.000000,.000000,.000000,100.000000,100.000000,.000000,.000000,.000000
SCIJA,2019-01-02,.125000,.080000,,,38800.000000,.090000,.090000,.090000,.090000,-.020000,.090000,.110000
SCIJMD,2019-01-02,11.420000,11.420000,,,.000000,.000000,.000000,11.420000,11.420000,.000000,.000000,.000000
SCIUS,2019-01-02,17.000000,10.000000,,,.000000,.000000,.000000,11.000000,10.970000,.000000,11.000000,11.450000
SCIUSD,2019-01-02,.110000,.110000,,,.000000,.000000,.000000,.110000,.110000,.000000,.090000,.110000
EFRESH,2019-01-02,2.800000,1.000000,,,25520.000000,1.900000,1.580000,1.900000,1.740000,.190000,1.580000,1.900000
MJE,2019-01-02,16.000000,8.200000,,,110370.000000,9.500000,9.200000,9.300000,9.330000,.070000,9.300000,9.550000
INDIES,2019-01-02,4.100000,1.950000,,,16005.000000,3.250000,3.200000,3.250000,3.200000,.020000,3.200000,3.250000
SML,2019-01-02,5.500000,4.200000,,,14580.000000,5.340000,5.300000,5.300000,5.300000,-.030000,5.340000,5.350000
SSLVC,2019-01-02,2.500000,1.500000,,,500.000000,1.950000,1.950000,1.950000,1.950000,.000000,1.890000,1.950000
JPS6,2019-01-02,,,.120000,,.000000,.000000,.000000,.440000,.440000,.000000,.000000,.000000
JPS7,2019-01-02,.480000,.480000,.140000,,.000000,.000000,.000000,.480000,.480000,.000000,.000000,.000000
JAMT,2019-01-02,6.000000,3.650000,.030000,,55680.000000,4.200000,3.900000,3.900000,3.960000,-.540000,3.800000,3.900000
KPREIT,2019-01-02,8.000000,5.000000,,,.000000,.000000,.000000,6.000000,6.000000,.000000,6.050000,6.350000
KW,2019-01-02,85.000000,30.080000,.410000,.250000,4456.000000,77.190000,76.000000,76.000000,76.580000,-.610000,75.000000,76.000000
LASD,2019-01-02,5.000000,3.080000,.117000,,97487.000000,3.900000,3.800000,3.900000,3.810000,-.080000,3.800000,3.900000
LASF,2019-01-02,6.000000,3.800000,,,25500.000000,4.750000,4.500000,4.750000,4.720000,.220000,4.750000,4.800000
LASM,2019-01-02,4.510000,2.900000,.038000,,134261.000000,3.980000,3.450000,3.980000,3.780000,.080000,3.800000,3.990000
MIL,2019-01-02,11.700000,4.600000,,,184285.000000,9.000000,9.000000,9.000000,9.000000,-.120000,9.000000,9.120000
NCBJ,2019-01-02,.000000,.000000,,,.000000,.000000,.000000,62.300000,62.360000,.000000,.000000,.000000
PAL,2019-01-02,1500.000000,560.000000,,,.000000,.000000,.000000,1450.000000,1450.000000,.000000,.000000,1450.000000
PJAM,2019-01-02,75.010000,37.120000,1.050000,,8077.000000,72.000000,72.000000,72.000000,72.000000,-.670000,71.990000,72.000000
PULS,2019-01-02,4.000000,1.450000,.015000,,.000000,.000000,.000000,2.990000,2.990000,.000000,.000000,2.850000
RJR,2019-01-02,1.400000,.770000,,,18453.000000,.900000,.860000,.900000,.900000,.010000,.890000,.900000
SALF,2019-01-02,35.000000,9.950000,1.050000,,10000.000000,31.510000,31.500000,31.500000,31.500000,-3.500000,31.500000,39.000000
SGJ,2019-01-02,64.000000,48.000000,1.920000,.510000,1620.000000,54.850000,53.500000,54.000000,54.240000,-.570000,55.000000,55.500000
GENAC,2019-01-02,5.000000,2.500000,,,2228.000000,3.400000,3.400000,3.400000,3.400000,-.140000,3.400000,3.600000
KLE,2019-01-02,4.000000,2.150000,,,300.000000,3.000000,3.000000,3.000000,3.000000,-.150000,3.050000,3.400000
PURITY,2019-01-02,2.700000,1.700000,,,500.000000,1.750000,1.750000,1.750000,1.750000,.050000,1.750000,1.900000
PTL,2019-01-02,3.590000,2.100000,,,.000000,.000000,.000000,2.900000,2.900000,.000000,2.690000,2.900000
KREMI,2019-01-02,8.250000,4.500000,.048000,,.000000,.000000,.000000,5.820000,5.820000,.000000,5.850000,5.950000
JSE,2019-01-02,12.000000,6.000000,.299500,,10638.000000,10.500000,9.400000,9.400000,9.740000,-.520000,10.450000,10.800000
EPLY,2019-01-02,12.750000,7.990000,.275800,,355.000000,9.200000,9.200000,9.200000,9.200000,.050000,9.200000,10.000000
JMMB7.25,2019-01-02,2.600000,.000000,,,.000000,.000000,.000000,2.550000,2.550000,.000000,.000000,.000000
DTL11.75,2019-01-02,2.150000,.000000,,,.000000,.000000,.000000,2.140000,2.140000,.000000,.000000,.000000
JMMBGL,2019-01-02,40.000000,23.000000,.480000,,43583.000000,34.000000,32.500000,34.000000,32.980000,-.560000,32.000000,34.000000
ProvenJA,2019-01-02,30.000000,26.000000,.964091,,.000000,.000000,.000000,26.400000,26.470000,.000000,27.000000,.000000
CAC,2019-01-02,20.000000,6.500000,,,.000000,.000000,.000000,16.900000,16.920000,.000000,16.000000,16.900000
TTECH,2019-01-02,7.000000,4.500000,,,.000000,.000000,.000000,4.590000,4.590000,.000000,5.000000,6.200000
JMMBGLUSD6.00,2019-01-02,1.170000,.950000,.075098,.020000,550.000000,1.050000,1.050000,1.050000,1.050000,.000000,.980000,1.050000
JMMBGLUSD5.75,2019-01-02,1.500000,1.500000,.107948,.020000,.000000,.000000,.000000,1.500000,1.500000,.000000,.000000,.000000
JMMBGL7.50,2019-01-02,1.190000,.850000,.067381,.004790,.000000,.000000,.000000,1.150000,1.150000,.000000,1.060000,1.150000
JMMBGL7.25,2019-01-02,1.550000,1.500000,.099751,.010000,.000000,.000000,.000000,1.550000,1.550000,.000000,1.550000,.000000
JPGVR2019,2019-01-02,.000000,.000000,,,.000000,.000000,.000000,8.850000,100.000000,.000000,.000000,.000000
SILUS,2019-01-02,.122100,.020000,,,.000000,.000000,.000000,.020000,.020000,.000000,.020000,.000000
ROC,2019-01-02,5.000000,2.800000,,,.000000,.000000,.000000,4.900000,4.900000,.000000,3.500000,4.900000
JETCON,2019-01-02,5.000000,2.500000,.035000,,162415.000000,3.430000,2.750000,3.430000,3.040000,.000000,2.560000,3.400000
ISP,2019-01-02,22.000000,10.000000,,,.000000,.000000,.000000,20.000000,20.000000,.000000,12.000000,12.750000
KEY,2019-01-02,5.020000,2.750000,,,.000000,.000000,.000000,4.000000,4.000000,.000000,4.000000,4.990000
PJX,2019-01-02,11.500000,7.010000,,,.000000,.000000,.000000,7.500000,7.500000,.000000,7.300000,7.500000
AFSVR2020,2019-01-02,.000000,.000000,,,.000000,.000000,.000000,11.000000,99.500000,.000000,.000000,.000000
ISP10FR20SEP19,2019-01-02,.000000,.000000,,,.000000,.000000,.000000,110.000000,110.000000,.000000,.000000,.000000
EPLY8.25,2019-01-02,6.350000,5.000000,.409530,,.000000,.000000,.000000,6.300000,6.300000,.000000,.000000,.000000
MEEG,2019-01-02,8.000000,5.000000,,,.000000,.000000,.000000,7.000000,6.970000,.000000,6.000000,6.700000
PROVEN8.25,2019-01-02,6.000000,.000000,,,.000000,.000000,.000000,5.170000,5.170000,.000000,.000000,.000000
NCBFG,2019-01-02,161.000000,93.500000,2.800000,,36135.000000,150.000000,149.220000,149.900000,149.850000,.630000,149.890000,149.900000
CAB11A,2019-01-02,,,,,.000000,.000000,.000000,1000.000000,1000.000000,.000000,.000000,.000000
CAB11B,2019-01-02,,,,,.000000,.000000,.000000,1000000.000000,1000000.000000,.000000,.000000,.000000
ECL,2019-01-02,9.010000,3.650000,,.000611,3850.000000,8.200000,8.000000,8.200000,8.190000,.190000,8.000000,8.200000
SOS,2019-01-02,10.000000,4.000000,,,25972.000000,8.150000,8.150000,8.150000,8.150000,-.200000,8.000000,8.150000
PBS,2019-01-02,.620000,.500000,,,.000000,.000000,.000000,.590000,.581500,.000000,.000000,.590000
PBS9.75,2019-01-02,108.000000,100.000000,,,.000000,.000000,.000000,105.010000,105.270000,.000000,108.000000,.000000
SBJPSA,2019-01-02,1.040000,1.010000,,,.000000,.000000,.000000,1.010000,1.010000,.000000,.000000,.000000
SBJPSB,2019-01-02,,,,,.000000,.000000,.000000,.000000,1.000000,.000000,.000000,.000000
EPLY7.50,2019-01-02,6.000000,6.000000,,,.000000,.000000,.000000,6.000000,6.000000,.000000,6.100000,.000000
CBNY,2019-01-03,.460000,.070000,,,.000000,.000000,.000000,.120000,.120000,.000000,.100000,.170000
CAR,2019-01-03,11.500000,8.500000,.870000,,68693.000000,9.480000,9.470000,9.480000,9.480000,.030000,9.470000,9.480000
CCC,2019-01-03,56.000000,30.000000,,,702.000000,42.400000,42.000000,42.000000,42.340000,.340000,41.000000,42.000000
CHL,2019-01-03,15.000000,9.490000,.245000,,.000000,.000000,.000000,15.000000,15.000000,.000000,14.700000,15.000000
CWJ,2019-01-03,1.450000,.000000,,,.000000,.000000,.000000,1.450000,1.450000,.000000,.000000,.000000
BPOW,2019-01-03,7.500000,2.800000,.190000,,.000000,.000000,.000000,5.040000,4.990000,.000000,5.200000,6.000000
BRG,2019-01-03,24.500000,16.000000,.285000,,.000000,.000000,.000000,22.000000,22.000000,.000000,22.000000,22.500000
BIL,2019-01-03,56.000000,7.000000,.890000,,23995.000000,54.700000,53.100000,54.200000,54.200000,-.740000,53.200000,54.000000
AFS,2019-01-03,56.000000,36.000000,.930000,,.000000,.000000,.000000,52.580000,52.680000,.000000,52.580000,.000000
JPS5D,2019-01-03,,,.100000,,.000000,.000000,.000000,.380000,.380000,.000000,.000000,.000000
JPS5C,2019-01-03,,,.100000,,.000000,.000000,.000000,.380000,.380000,.000000,.380000,.000000
JP,2019-01-03,33.000000,14.950000,,,500.000000,23.000000,23.000000,23.000000,23.000000,.000000,22.620000,23.000000
JBG,2019-01-03,33.000000,17.020000,.360000,,6677.000000,29.000000,28.990000,29.000000,29.000000,.850000,28.990000,29.000000
HONBUN,2019-01-03,5.500000,3.100000,.220000,,8400.000000,3.900000,3.860000,3.900000,3.900000,.010000,3.860000,3.900000
GK,2019-01-03,75.000000,42.500000,1.350000,,5966.000000,65.000000,63.000000,63.000000,64.300000,-.320000,63.000000,65.000000
1834,2019-01-03,1.410000,.900000,.100000,,420.000000,1.150000,1.140000,1.140000,1.150000,-.010000,1.070000,1.140000
DCOVE,2019-01-03,18.500000,14.450000,.600000,,.000000,.000000,.000000,16.500000,16.500000,.000000,16.500000,16.890000
CPJ,2019-01-03,7.150000,4.000000,,,.000000,.000000,.000000,5.000000,5.000000,.000000,5.400000,5.500000
