
Symbol,Date,"52 Week High","52 Week Low","Previous Year Div","Current Year Div","Volume (non block)","Today High","Today Low","Last Traded","Close Price","Price Change","Closing Bid","Closing Ask"
CCC,2001-01-02,26.500000,.590000,,,13518.000000,2.600000,2.600000,2.600000,2.600000,-.250000,2.000000,2.500000
CCC,2001-01-03,26.500000,.590000,,,25291.000000,2.350000,2.200000,2.200000,2.200000,-.400000,2.200000,2.600000
CCC,2001-01-05,26.500000,.590000,,,13375.000000,2.210000,2.200000,2.200000,2.200000,.000000,2.200000,2.500000
CCC,2001-01-08,26.500000,.590000,,,52950.000000,2.200000,2.200000,2.200000,2.200000,.000000,2.200000,2.500000
CCC,2001-01-09,26.500000,.590000,,,58441.000000,2.210000,2.200000,2.200000,2.200000,.000000,2.200000,2.500000
CCC,2001-01-11,26.500000,.590000,,,67200.000000,2.280000,2.210000,2.280000,2.280000,.080000,2.280000,2.600000
CCC,2001-01-12,26.500000,.590000,,,1140283.000000,2.500000,2.360000,2.500000,2.500000,.220000,2.400000,2.600000
CCC,2001-01-15,26.500000,.590000,,,17875.000000,2.510000,2.500000,2.510000,2.510000,.010000,2.400000,2.650000
CCC,2001-01-16,26.500000,.590000,,,60276.000000,2.600000,2.510000,2.600000,2.600000,.090000,2.650000,2.900000
CCC,2001-01-18,26.500000,.590000,,,37000.000000,2.700000,2.700000,2.700000,2.700000,.100000,2.600000,2.900000
CCC,2001-01-22,26.500000,.590000,,,10500.000000,2.700000,2.700000,2.700000,2.700000,.000000,2.600000,2.900000
CCC,2001-01-23,26.500000,.590000,,,4000.000000,2.690000,2.690000,2.690000,2.690000,-.010000,2.600000,2.700000
CCC,2001-01-25,26.500000,.590000,,,10533.000000,2.650000,2.650000,2.650000,2.650000,-.040000,2.650000,2.700000
CCC,2001-01-26,26.500000,.590000,,,55000.000000,2.700000,2.700000,2.700000,2.700000,.050000,2.650000,2.700000
CCC,2001-01-30,26.500000,.590000,,,68467.000000,2.680000,2.650000,2.650000,2.650000,-.050000,2.600000,2.700000
CCC,2001-02-01,26.500000,.590000,,,65000.000000,2.600000,2.600000,2.600000,2.600000,-.050000,2.500000,2.650000
CCC,2001-02-05,26.500000,.590000,,,20000.000000,2.500000,2.500000,2.500000,2.500000,-.100000,2.250000,2.500000
CCC,2001-02-09,26.500000,.590000,,,13331.000000,2.250000,2.120000,2.120000,2.120000,-.380000,2.000000,2.250000
CCC,2001-02-12,26.500000,.590000,,,17855.000000,2.250000,2.250000,2.250000,2.250000,.130000,2.250000,2.450000
CCC,2001-02-13,26.500000,.590000,,,3833.000000,2.300000,2.250000,2.300000,2.300000,.050000,2.260000,2.450000
CCC,2001-02-14,26.500000,.590000,,,17167.000000,2.250000,2.250000,2.250000,2.250000,-.050000,2.250000,2.300000
CCC,2001-02-15,26.500000,.590000,,,1494.000000,2.300000,2.300000,2.300000,2.300000,.050000,2.300000,2.450000
CCC,2001-02-16,26.500000,.590000,,,47506.000000,2.300000,2.300000,2.300000,2.300000,.000000,2.250000,2.300000
CCC,2001-02-20,26.500000,.590000,,,50000.000000,2.300000,2.300000,2.300000,2.300000,.000000,2.300000,2.400000
CCC,2001-02-21,26.500000,.590000,,,105000.000000,2.400000,2.300000,2.400000,2.400000,.100000,2.300000,2.500000
CCC,2001-02-23,26.500000,.590000,,,65061.000000,2.450000,2.400000,2.450000,2.450000,.050000,2.350000,2.600000
