instrument_code,post_date,sentiment,is_regarding_financial_report,is_sold_pur_shares
JAMT,2020-03-19,-0.3612,0,0
JAMT,2020-03-20,0.5106,0,1
JAMT,2020-05-08,0.2023,1,0
JAMT,2020-05-26,-0.1531,0,0
JAMT,2020-06-30,0.3612,0,1
JAMT,2020-07-06,0.1531,0,1
JAMT,2020-07-09,0.5106,0,1
JAMT,2020-08-04,-0.1531,0,0
JAMT,2020-08-12,0.2023,1,0
JAMT,2020-08-13,0.296,0,0
JAMT,2020-08-17,0.5106,0,1
JAMT,2020-09-28,0.3612,0,1
JAMT,2020-09-29,0.1531,0,0
JAMT,2020-10-08,0.0,0,0
JAMT,2020-10-12,0.7506,0,1
JAMT,2020-10-14,0.1531,0,1
JAMT,2020-11-12,0.3612,1,0
JAMT,2020-11-18,0.0772,0,0
JAMT,2020-11-25,0.7506,0,1
JAMT,2020-12-03,0.6486,0,0
JAMT,2020-12-10,0.5106,0,1
JAMT,2020-12-16,0.3612,0,1
JAMT,2020-12-21,0.39143333333333336,0,1
JAMT,2020-12-28,0.6486,0,0
JAMT,2020-12-30,-0.1531,1,0
JAMT,2020-12-31,0.3612,0,0
JBG,2016-01-14,-0.0516,0,0
JBG,2016-02-09,-0.4588,0,0
JBG,2016-02-18,-0.2263,0,0
JBG,2016-03-04,0.1866,0,0
JBG,2016-03-16,0.2023,1,0
JBG,2016-07-04,0.0,0,0
JBG,2016-07-25,0.5994,0,1
JBG,2016-08-24,0.4767,0,0
JBG,2016-09-07,-0.2263,0,0
JBG,2016-09-09,0.0,1,0
JBG,2016-09-13,0.0,1,0
JBG,2016-09-28,0.0772,0,0
JBG,2016-10-13,0.0772,0,1
JBG,2016-11-03,0.0,0,0
JBG,2016-11-07,-0.0516,0,0
JBG,2016-11-10,-0.0516,0,0
JBG,2016-12-08,0.0,1,0
JBG,2017-02-06,0.4588,0,1
JBG,2017-03-10,0.0,1,0
JBG,2017-03-21,-0.2263,0,0
JBG,2017-03-22,0.0772,0,0
JBG,2017-05-22,0.296,0,0
JBG,2017-06-29,0.2023,1,0
JBG,2017-07-12,0.0772,0,1
JBG,2017-07-18,0.3612,0,1
JBG,2017-08-10,0.0772,0,1
JBG,2017-08-28,0.0,0,0
JBG,2017-09-06,0.0,0,0
JBG,2017-09-12,0.2023,1,0
JBG,2017-09-29,0.0772,0,0
JBG,2017-10-09,0.5267,0,0
JBG,2017-10-10,0.0772,0,1
JBG,2017-10-17,-0.2263,0,0
JBG,2017-10-20,0.4588,0,1
JBG,2017-10-30,0.0772,0,1
JBG,2017-11-01,0.4588,0,1
JBG,2017-12-12,0.0,1,0
JBG,2018-01-25,0.0772,0,1
JBG,2018-03-08,0.0,1,0
JBG,2018-03-13,-0.22474999999999998,0,0
JBG,2018-03-16,-0.2263,0,0
JBG,2018-03-22,0.0772,0,0
JBG,2018-05-28,0.4588,0,1
JBG,2018-05-30,0.4588,0,1
JBG,2018-05-31,0.4588,0,1
JBG,2018-06-01,0.9022,0,0
JBG,2018-06-04,0.4588,0,1
JBG,2018-06-29,-0.2263,1,0
JBG,2018-07-05,0.0772,0,0
JBG,2018-07-06,0.0772,0,1
JBG,2018-07-11,0.0772,0,1
JBG,2018-07-17,0.3612,0,1
JBG,2018-07-30,0.0772,0,1
JBG,2018-08-03,0.0772,0,1
JBG,2018-08-13,0.0772,0,1
JBG,2018-08-27,0.0,0,0
JBG,2018-08-28,0.4593,0,0
JBG,2018-09-04,0.17133333333333334,0,0
JBG,2018-09-05,-0.011999999999999997,0,0
JBG,2018-09-28,0.3612,0,0
JBG,2018-10-02,0.0772,0,1
JBG,2018-10-04,0.4588,0,1
JBG,2018-10-09,0.8225,1,0
JBG,2018-10-12,-0.4215,1,0
JBG,2018-11-01,0.6369,0,1
JBG,2018-11-07,0.0772,0,1
JBG,2018-12-06,0.2023,1,0
JBG,2019-01-02,0.0772,0,1
JBG,2019-01-16,0.6369,0,1
JBG,2019-01-31,0.0772,0,1
JBG,2019-03-05,0.296,0,0
JBG,2019-03-07,0.0,1,0
JBG,2019-03-11,0.0772,0,1
JBG,2019-03-13,-0.2263,0,0
JBG,2019-03-29,-0.2263,0,0
JBG,2019-04-09,0.6369,0,1
JBG,2019-05-09,-0.4588,0,0
JBG,2019-07-02,-0.2263,1,0
JBG,2019-07-17,0.7269,0,1
JBG,2019-08-07,-0.2263,0,0
JBG,2019-08-21,0.0,0,0
JBG,2019-09-05,-0.011999999999999997,0,0
JBG,2019-09-20,0.23195000000000002,0,0
JBG,2019-09-25,0.4588,0,0
JBG,2019-10-10,0.0772,0,1
JBG,2019-11-08,0.4588,0,1
JBG,2019-12-05,0.0,1,0
JBG,2020-02-24,-0.2263,0,0
JBG,2020-03-05,0.0772,0,0
JBG,2020-03-06,0.0,1,0
JBG,2020-03-31,0.3612,0,1
JBG,2020-04-06,0.4588,0,1
JBG,2020-04-08,0.0772,0,1
JBG,2020-04-09,0.0772,0,1
JBG,2020-04-28,0.6369,0,1
JBG,2020-05-28,0.8176,0,0
JBG,2020-06-12,0.4588,0,1
JBG,2020-07-13,-0.2263,1,0
JBG,2020-07-20,0.0772,0,1
JBG,2020-07-23,0.0772,0,1
JBG,2020-08-27,0.0,1,0
JBG,2020-09-21,-0.2263,0,0
JBG,2020-09-25,0.0772,0,0
JBG,2020-09-30,0.0,0,0
JBG,2020-10-05,-0.21075,0,0
JBG,2020-10-16,0.4588,0,1
JBG,2020-10-28,0.7845,0,1
JBG,2020-10-30,0.4588,0,1
JBG,2020-11-04,-0.2263,0,0
JBG,2020-12-01,0.4588,0,0
JBG,2020-12-10,0.0,1,0
JBG,2020-12-11,0.4588,0,0
JETCON,2016-04-06,0.4588,0,1
JETCON,2016-04-27,0.2023,1,0
JETCON,2016-06-06,0.4588,0,1
JETCON,2016-06-30,0.2023,0,0
JETCON,2016-08-15,0.2023,1,0
JETCON,2016-08-29,0.4588,0,1
JETCON,2016-09-01,0.5994,0,1
JETCON,2016-09-06,0.4588,0,1
JETCON,2016-09-08,0.4588,0,1
JETCON,2016-11-30,0.0772,0,1
JETCON,2016-12-13,0.4588,0,1
JETCON,2016-12-28,0.4588,0,0
JETCON,2017-01-03,0.4588,0,1
JETCON,2017-01-13,0.0772,0,0
JETCON,2017-01-20,0.0,1,0
JETCON,2017-02-10,-0.2263,0,0
JETCON,2017-02-28,0.2023,1,0
JETCON,2017-03-21,0.4588,0,1
JETCON,2017-05-01,0.0,0,0
JETCON,2017-05-02,-0.4215,0,0
JETCON,2017-05-10,0.2023,1,0
JETCON,2017-06-07,0.4588,0,1
JETCON,2017-06-27,0.4588,0,1
JETCON,2017-08-04,0.2023,1,0
JETCON,2017-08-14,0.5994,0,1
JETCON,2017-08-16,0.0772,0,1
JETCON,2017-09-29,0.0772,0,1
JETCON,2017-10-11,0.296,0,1
JETCON,2017-10-13,0.296,0,1
JETCON,2017-10-26,-0.2263,1,0
JETCON,2017-11-14,0.2023,1,0
JETCON,2017-11-30,0.0772,0,1
JETCON,2018-03-02,0.2023,1,0
JETCON,2018-03-21,0.296,0,1
JETCON,2018-04-17,-0.2263,0,0
JETCON,2018-05-01,0.0,0,0
JETCON,2018-05-07,0.11624999999999999,0,0
JETCON,2018-05-14,-0.0258,0,0
JETCON,2018-05-17,0.2023,1,0
JETCON,2018-05-21,0.0772,0,1
JETCON,2018-05-28,0.3612,0,1
JETCON,2018-06-26,0.0772,0,1
JETCON,2018-08-16,0.2023,1,0
JETCON,2018-11-15,0.2023,1,0
JETCON,2019-03-04,0.2023,1,0
JETCON,2019-04-18,-0.2263,0,0
JETCON,2019-04-30,-0.0129,0,0
JETCON,2019-05-03,-0.4215,0,0
JETCON,2019-05-15,0.2023,1,0
JETCON,2019-06-04,0.0772,0,1
JETCON,2019-06-17,0.0772,0,1
JETCON,2019-07-04,0.4588,0,1
JETCON,2019-08-14,0.2023,1,0
JETCON,2019-08-20,0.4588,0,1
JETCON,2019-08-27,0.4588,0,1
JETCON,2019-09-06,0.4588,0,1
JETCON,2019-09-11,0.4588,0,1
JETCON,2019-09-13,0.4588,0,1
JETCON,2019-11-14,0.4215,1,0
JETCON,2019-12-30,0.4588,0,1
JETCON,2020-01-13,0.5994,0,1
JETCON,2020-03-02,0.2023,1,0
JETCON,2020-05-04,-0.2263,1,0
JETCON,2020-05-15,-0.2263,1,0
JETCON,2020-05-28,-0.1779,1,0
JETCON,2020-06-15,0.12436666666666668,0,0
JETCON,2020-06-29,0.4588,0,1
JETCON,2020-07-10,0.4588,0,1
JETCON,2020-08-14,0.2023,1,0
JETCON,2020-09-08,0.0772,0,1
JETCON,2020-09-14,0.296,0,1
JETCON,2020-09-22,0.0772,0,1
JETCON,2020-09-29,0.0772,0,1
JETCON,2020-11-13,0.2023,1,0
JETCON,2020-12-01,0.0,0,0
JMMBGL,2016-01-22,0.0772,0,0
JMMBGL,2016-02-12,-0.2263,1,0
JMMBGL,2016-04-01,-0.4588,0,0
JMMBGL,2016-04-20,0.8779,0,0
JMMBGL,2016-05-13,-0.8176,0,0
JMMBGL,2016-05-17,0.0772,0,0
JMMBGL,2016-05-27,-0.0258,0,0
JMMBGL,2016-05-31,0.0,1,0
JMMBGL,2016-06-07,0.4588,0,1
JMMBGL,2016-06-16,0.4588,0,1
JMMBGL,2016-06-20,0.4588,0,1
JMMBGL,2016-07-19,0.0,1,0
JMMBGL,2016-07-26,-0.1531,0,0
JMMBGL,2016-08-12,-0.0258,1,0
JMMBGL,2016-08-19,0.4588,0,1
JMMBGL,2016-08-26,0.2732,0,0
JMMBGL,2016-09-09,0.4588,0,1
JMMBGL,2016-09-16,0.4588,0,0
JMMBGL,2016-09-20,0.5537,0,0
JMMBGL,2016-09-30,0.296,0,0
JMMBGL,2016-10-28,0.4588,0,0
JMMBGL,2016-11-11,-0.0258,0,0
JMMBGL,2016-11-14,-0.0258,1,0
JMMBGL,2016-11-22,0.4588,0,1
JMMBGL,2016-11-24,0.296,0,1
JMMBGL,2017-01-27,0.4588,0,1
JMMBGL,2017-02-14,0.0,1,0
JMMBGL,2017-02-17,0.4588,0,1
JMMBGL,2017-02-24,0.4588,0,1
JMMBGL,2017-04-24,0.5994,0,1
JMMBGL,2017-05-10,0.0772,0,0
JMMBGL,2017-05-26,0.0772,0,0
JMMBGL,2017-05-30,0.2023,1,0
JMMBGL,2017-06-09,0.5994,0,1
JMMBGL,2017-06-19,0.4588,0,1
JMMBGL,2017-07-03,0.5267,0,1
JMMBGL,2017-07-07,0.7351,0,0
JMMBGL,2017-07-19,0.0,1,0
JMMBGL,2017-08-14,-0.07655,0,0
JMMBGL,2017-09-01,0.4588,0,1
JMMBGL,2017-09-15,0.5994,0,1
JMMBGL,2017-09-19,0.5994,0,1
JMMBGL,2017-09-25,0.4588,0,1
JMMBGL,2017-10-02,0.4767,0,0
JMMBGL,2017-10-26,-0.2263,0,0
JMMBGL,2017-11-08,-0.0258,0,0
JMMBGL,2017-11-14,0.10115,0,0
JMMBGL,2017-12-07,0.4588,0,1
JMMBGL,2017-12-12,0.296,0,1
JMMBGL,2018-01-24,0.3612,0,0
JMMBGL,2018-02-13,-0.2263,1,0
JMMBGL,2018-02-19,0.0,0,0
JMMBGL,2018-02-21,0.4588,0,1
JMMBGL,2018-03-05,0.743,0,1
JMMBGL,2018-03-07,0.0,0,0
JMMBGL,2018-03-13,0.34,0,0
JMMBGL,2018-03-16,0.5994,0,1
JMMBGL,2018-03-22,0.4588,0,1
JMMBGL,2018-03-29,0.5994,0,1
JMMBGL,2018-04-03,0.6369,0,1
JMMBGL,2018-04-09,0.6597,0,0
JMMBGL,2018-04-20,0.20095,0,0
JMMBGL,2018-05-10,0.0772,0,0
JMMBGL,2018-05-25,0.2023,0,0
JMMBGL,2018-05-30,0.10115,0,0
JMMBGL,2018-06-06,0.4588,0,1
JMMBGL,2018-06-12,0.4588,0,1
JMMBGL,2018-06-19,0.9153,0,0
JMMBGL,2018-07-23,0.0,1,0
JMMBGL,2018-07-25,0.8126,0,0
JMMBGL,2018-08-14,0.0,1,0
JMMBGL,2018-08-28,-0.2023,0,0
JMMBGL,2018-09-04,0.4588,0,1
JMMBGL,2018-09-13,0.0772,0,1
JMMBGL,2018-09-14,0.5719,0,0
JMMBGL,2018-09-21,0.2023,0,0
JMMBGL,2018-10-08,0.0772,0,1
JMMBGL,2018-10-25,0.4588,0,0
JMMBGL,2018-11-12,-0.0258,0,0
JMMBGL,2018-11-14,-0.2263,1,0
JMMBGL,2018-12-03,0.4588,0,1
JMMBGL,2018-12-17,0.6486,0,0
JMMBGL,2018-12-28,-0.1531,0,0
JMMBGL,2019-01-02,0.4767,0,0
JMMBGL,2019-02-14,-0.2263,1,0
JMMBGL,2019-02-20,0.0772,0,1
JMMBGL,2019-02-26,0.4588,0,1
JMMBGL,2019-03-08,0.4588,0,1
JMMBGL,2019-03-28,0.4588,0,1
JMMBGL,2019-04-04,0.9694,0,0
JMMBGL,2019-05-16,0.5859,0,0
JMMBGL,2019-05-17,0.0772,0,0
JMMBGL,2019-05-31,-0.25985,0,0
JMMBGL,2019-06-05,0.10115,0,0
JMMBGL,2019-06-12,-0.6705,0,0
JMMBGL,2019-07-24,0.0,1,0
JMMBGL,2019-07-26,0.296,0,0
JMMBGL,2019-08-05,0.8271,0,0
JMMBGL,2019-08-14,-0.2263,1,0
JMMBGL,2019-09-05,-0.0516,0,0
JMMBGL,2019-09-20,0.0772,0,0
JMMBGL,2019-10-15,0.0772,0,0
JMMBGL,2019-10-22,0.7269,0,0
JMMBGL,2019-10-25,0.4588,0,0
JMMBGL,2019-11-11,0.3818,0,0
JMMBGL,2019-11-14,-0.2263,1,0
JMMBGL,2019-11-15,-0.2263,0,0
JMMBGL,2019-12-06,-0.2263,0,0
JMMBGL,2019-12-16,0.4588,0,1
JMMBGL,2020-02-14,-0.2263,1,0
JMMBGL,2020-03-13,0.4588,0,1
JMMBGL,2020-03-17,0.4588,0,1
JMMBGL,2020-03-19,0.4588,0,1
JMMBGL,2020-03-20,0.4588,0,1
JMMBGL,2020-03-23,0.4588,0,1
JMMBGL,2020-03-30,0.4588,0,1
JMMBGL,2020-03-31,0.4588,0,1
JMMBGL,2020-04-03,0.4588,0,1
JMMBGL,2020-05-04,0.6087499999999999,0,0
JMMBGL,2020-05-14,-0.2263,0,0
JMMBGL,2020-05-20,-0.8074,1,0
JMMBGL,2020-07-02,-0.4939,1,0
JMMBGL,2020-07-06,0.3601,0,0
JMMBGL,2020-07-15,-0.0258,1,0
JMMBGL,2020-08-14,-0.2263,1,0
JMMBGL,2020-08-26,0.20095,0,0
JMMBGL,2020-09-16,-0.2263,0,0
JMMBGL,2020-10-26,0.4588,0,0
JMMBGL,2020-11-10,0.4588,0,0
JMMBGL,2020-11-12,0.0772,0,0
JMMBGL,2020-12-09,0.3612,0,0
JMMBGL,2020-12-10,0.2023,0,0
JMMBGL,2020-12-11,0.4588,0,1
JMMBGL,2020-12-21,0.4588,0,1
JMMBGL,2020-12-30,0.4588,0,1
JP,2016-03-01,0.3818,0,0
JP,2016-03-02,0.3612,0,0
JP,2016-03-03,0.0,1,0
JP,2016-03-22,0.6808,0,1
JP,2016-03-23,0.6808,0,1
JP,2016-04-18,0.6808,0,1
JP,2016-04-20,0.6808,0,1
JP,2016-04-29,0.2023,1,0
JP,2016-05-06,-0.0258,0,0
JP,2016-05-10,0.0,0,0
JP,2016-05-16,0.7506,0,0
JP,2016-05-17,0.5859,1,0
JP,2016-05-24,0.3624,0,0
JP,2016-06-24,0.9325,0,0
JP,2016-06-28,0.4019,0,0
JP,2016-08-16,0.6808,1,0
JP,2016-08-19,0.0258,0,0
JP,2016-09-15,0.8555,0,0
JP,2016-12-09,-0.0258,0,0
JP,2016-12-16,0.5267,0,0
JP,2017-03-03,0.0,1,0
JP,2017-05-01,-0.25,0,0
JP,2017-05-15,0.5859,1,0
JP,2017-05-22,0.7783,0,1
JP,2017-07-04,-0.0258,0,0
JP,2017-08-15,0.6486,1,0
JP,2017-09-01,-0.0258,0,0
JP,2017-09-21,0.6808,0,1
JP,2017-09-25,0.6808,0,1
JP,2017-09-26,0.6808,0,1
JP,2017-10-02,0.6808,0,0
JP,2017-11-14,0.5423,1,0
JP,2017-11-27,-0.0258,0,0
JP,2017-12-05,0.1779,0,0
JP,2017-12-21,0.4404,0,1
JP,2018-03-01,0.5423,1,0
JP,2018-03-13,0.6808,0,1
JP,2018-03-29,0.6808,0,1
JP,2018-04-06,0.4404,0,1
JP,2018-04-12,0.6808,0,1
JP,2018-04-16,0.4404,0,1
JP,2018-04-30,0.2023,0,0
JP,2018-05-31,0.0,0,0
JP,2018-06-28,0.6808,0,1
JP,2018-07-03,0.6808,0,1
JP,2018-08-22,0.4019,0,0
JP,2018-09-28,0.5859,0,1
JP,2018-10-10,0.8225,0,1
JP,2018-11-22,-0.0258,0,0
JP,2018-12-03,0.1779,0,0
JP,2019-03-01,0.5423,1,0
JP,2019-03-21,0.6808,0,0
JP,2019-03-25,0.6808,0,1
JP,2019-03-28,0.6808,0,0
JP,2019-04-16,0.3182,0,0
JP,2019-04-30,-0.023849999999999996,0,0
JP,2019-05-10,0.5423,1,0
JP,2019-05-17,0.4404,0,1
JP,2019-08-13,0.5423,1,0
JP,2019-09-17,0.8834,0,1
JP,2019-10-02,0.8225,0,1
JP,2019-11-11,0.5423,1,0
JP,2019-11-25,0.4404,0,1
JP,2019-11-26,-0.0258,0,0
JP,2019-12-02,0.4404,0,1
JP,2019-12-06,0.1779,0,0
JP,2020-02-28,0.5423,0,0
JP,2020-03-17,0.5606,0,1
JP,2020-03-26,0.4404,0,1
JP,2020-03-27,0.6808,0,1
JP,2020-03-30,0.6808,0,1
JP,2020-04-29,0.2023,1,0
JP,2020-04-30,-0.0258,0,0
JP,2020-05-11,0.5423,1,0
JP,2020-05-12,0.4215,0,0
JP,2020-05-18,0.4588,0,0
JP,2020-06-05,0.4404,0,1
JP,2020-06-09,-0.0258,0,0
JP,2020-06-11,0.4019,0,0
JP,2020-08-12,0.5423,1,0
JP,2020-09-22,0.7964,0,0
JP,2020-11-10,0.5423,1,0
JP,2020-11-27,-0.0258,0,0
JSE,2016-01-04,0.0772,0,1
JSE,2016-01-06,0.0772,0,1
JSE,2016-01-08,0.0,0,0
JSE,2016-01-11,-0.4215,0,0
JSE,2016-01-15,0.0,0,0
JSE,2016-01-22,0.0,0,0
JSE,2016-01-27,0.3182,0,0
JSE,2016-02-12,0.0,0,0
JSE,2016-02-19,0.0,0,0
JSE,2016-02-26,0.0,0,0
JSE,2016-02-29,0.17,0,0
JSE,2016-03-02,0.0,0,0
JSE,2016-03-03,0.4588,0,1
JSE,2016-03-04,0.0,0,0
JSE,2016-03-10,0.9042,0,0
JSE,2016-03-11,0.4467,0,0
JSE,2016-03-14,0.8591,0,0
JSE,2016-03-21,0.3182,0,0
JSE,2016-03-24,0.3182,0,0
JSE,2016-03-31,0.20095,0,0
JSE,2016-04-01,0.3182,0,0
JSE,2016-04-06,0.3612,0,0
JSE,2016-04-08,0.3182,0,0
JSE,2016-04-15,0.3182,0,0
JSE,2016-04-20,0.268,0,0
JSE,2016-04-22,0.3182,0,0
JSE,2016-04-29,0.3182,0,0
JSE,2016-05-05,0.7845,0,1
JSE,2016-05-06,0.3182,0,0
JSE,2016-05-12,0.0,1,0
JSE,2016-05-13,0.3182,0,0
JSE,2016-05-18,-0.07655,0,0
JSE,2016-05-20,0.3182,0,0
JSE,2016-05-24,0.37895,0,0
JSE,2016-05-27,0.3182,0,0
JSE,2016-06-01,0.148,0,0
JSE,2016-06-03,0.5749,0,0
JSE,2016-06-10,0.52665,0,0
JSE,2016-06-17,0.3182,0,0
JSE,2016-06-21,0.296,0,1
JSE,2016-06-23,0.296,0,0
JSE,2016-06-24,0.3182,0,0
JSE,2016-06-29,-0.0258,0,0
JSE,2016-06-30,0.2023,0,1
JSE,2016-07-06,0.2732,0,0
JSE,2016-07-07,0.4477,0,1
JSE,2016-07-08,0.3182,0,0
JSE,2016-07-15,0.3182,0,0
JSE,2016-07-20,0.0,0,0
JSE,2016-07-21,0.34,1,0
JSE,2016-07-22,0.3182,0,0
JSE,2016-07-25,0.4588,0,0
JSE,2016-07-29,0.1591,0,0
JSE,2016-08-02,0.5859,0,0
JSE,2016-08-05,0.3182,0,0
JSE,2016-08-08,0.6597,0,0
JSE,2016-08-12,0.3182,0,0
JSE,2016-08-19,0.3182,0,0
JSE,2016-08-23,0.296,0,1
JSE,2016-08-26,0.3182,0,0
JSE,2016-08-31,0.0,0,0
JSE,2016-09-01,0.5994,0,1
JSE,2016-09-02,0.3182,0,0
JSE,2016-09-05,0.4939,0,0
JSE,2016-09-09,0.3182,0,0
JSE,2016-09-15,0.5994,0,1
JSE,2016-09-16,0.3182,0,0
JSE,2016-09-22,0.8228,0,0
JSE,2016-09-23,0.3182,0,0
JSE,2016-09-26,0.58565,0,0
JSE,2016-09-27,0.5994,0,1
JSE,2016-09-28,0.4588,0,1
JSE,2016-09-30,0.38849999999999996,0,0
JSE,2016-10-02,0.4215,0,0
JSE,2016-10-04,0.5347,0,0
JSE,2016-10-07,0.3182,0,0
JSE,2016-10-10,0.91,0,0
JSE,2016-10-21,0.3182,0,0
JSE,2016-10-25,0.7003,0,0
JSE,2016-10-28,0.3182,0,0
JSE,2016-10-30,0.91,0,0
JSE,2016-10-31,0.0,0,0
JSE,2016-11-04,0.3182,0,0
JSE,2016-11-07,0.0772,0,0
JSE,2016-11-09,0.0,1,0
JSE,2016-11-11,0.3071,0,0
JSE,2016-11-16,0.296,0,0
JSE,2016-11-18,0.3182,0,0
JSE,2016-11-25,0.3182,0,0
JSE,2016-11-28,0.5994,0,1
JSE,2016-12-02,0.1591,0,0
JSE,2016-12-09,0.3182,0,0
JSE,2016-12-12,0.7256333333333335,0,0
JSE,2016-12-16,0.3182,0,0
JSE,2016-12-23,0.3182,0,0
JSE,2017-01-02,0.5267,0,0
JSE,2017-01-06,0.3182,0,0
JSE,2017-01-27,0.5267,0,0
JSE,2017-02-03,0.5574,0,0
JSE,2017-02-10,0.3182,0,0
JSE,2017-02-17,0.3182,0,0
JSE,2017-02-21,0.296,0,1
JSE,2017-02-24,0.3182,0,0
JSE,2017-02-28,0.50635,0,0
JSE,2017-03-06,0.0772,0,0
JSE,2017-03-09,0.0,0,0
JSE,2017-03-10,0.2231,0,0
JSE,2017-03-14,0.0772,0,1
JSE,2017-03-22,0.296,0,1
JSE,2017-03-24,0.0772,0,1
JSE,2017-03-28,0.4588,0,1
JSE,2017-03-29,0.4588,0,1
JSE,2017-04-03,0.296,0,0
JSE,2017-04-04,0.0,0,0
JSE,2017-04-13,0.4588,0,0
JSE,2017-04-20,0.7783,0,0
JSE,2017-04-26,0.5423,0,0
JSE,2017-04-27,0.0,0,0
JSE,2017-04-29,0.0,1,0
JSE,2017-05-12,0.2121333333333333,0,0
JSE,2017-05-26,0.3182,0,0
JSE,2017-06-14,0.0,0,0
JSE,2017-06-15,-0.0516,0,0
JSE,2017-06-22,0.0,0,0
JSE,2017-06-23,0.478675,0,0
JSE,2017-06-26,0.296,0,1
JSE,2017-06-27,0.296,0,1
JSE,2017-06-29,0.296,0,1
JSE,2017-07-04,0.296,0,1
JSE,2017-07-21,0.0,1,0
JSE,2017-08-04,0.3182,0,0
JSE,2017-08-08,-0.10115,0,0
JSE,2017-08-10,0.5994,0,1
JSE,2017-08-21,0.7964,1,0
JSE,2017-08-23,0.1027,0,0
JSE,2017-08-31,0.0,0,0
JSE,2017-09-01,0.0,0,0
JSE,2017-09-13,0.4588,0,1
JSE,2017-09-25,0.2023,0,0
JSE,2017-10-04,0.11515,0,0
JSE,2017-10-06,0.5994,0,1
JSE,2017-10-13,0.296,0,1
JSE,2017-10-17,0.5994,0,1
JSE,2017-11-02,-0.33575,0,0
JSE,2017-11-03,0.3182,0,0
JSE,2017-11-09,0.0,0,0
JSE,2017-11-13,0.0,1,0
JSE,2017-11-16,-0.0129,0,0
JSE,2017-12-07,0.0516,0,0
JSE,2017-12-29,0.4935333333333333,0,0
JSE,2018-01-19,0.3182,0,0
JSE,2018-02-27,0.2023,1,0
JSE,2018-03-01,0.08895,0,0
JSE,2018-03-21,0.5994,0,1
JSE,2018-03-22,-0.0258,0,0
JSE,2018-03-23,-0.0258,0,0
JSE,2018-03-25,0.7003,0,0
JSE,2018-03-26,0.5423,0,0
JSE,2018-04-23,-0.128,0,0
JSE,2018-05-07,0.296,0,0
JSE,2018-05-08,0.6369,0,0
JSE,2018-05-11,0.3182,0,0
JSE,2018-05-14,0.0,1,0
JSE,2018-05-18,0.4588,0,1
JSE,2018-05-28,0.4767,0,0
JSE,2018-05-31,0.7964,0,0
JSE,2018-06-22,0.6213333333333334,0,0
JSE,2018-07-12,-0.2263,0,0
JSE,2018-07-18,-0.2263,0,0
JSE,2018-07-19,-0.0129,0,0
JSE,2018-07-30,0.2023,0,0
JSE,2018-07-31,0.9493,0,0
JSE,2018-08-03,0.4588,0,1
JSE,2018-08-08,0.5994,0,1
JSE,2018-08-13,0.4588,0,1
JSE,2018-08-16,0.11624999999999999,0,0
JSE,2018-08-21,0.4588,0,1
JSE,2018-08-27,0.1779,0,0
JSE,2018-08-30,0.6369,0,0
JSE,2018-09-04,0.7506,0,0
JSE,2018-09-19,0.4588,0,1
JSE,2018-09-21,0.2997,0,0
JSE,2018-09-26,0.5994,0,1
JSE,2018-10-05,0.9538,0,0
JSE,2018-11-01,0.4939,0,0
JSE,2018-11-10,0.8271,0,0
JSE,2018-11-12,0.5423,0,0
JSE,2018-11-13,0.0,1,0
JSE,2018-11-16,0.7845,0,1
JSE,2018-11-22,0.35776666666666673,0,0
JSE,2018-11-23,0.1351,0,0
JSE,2018-12-12,0.5859,0,0
JSE,2018-12-17,0.0,0,0
JSE,2019-01-07,0.5994,0,1
JSE,2019-01-18,0.3182,0,0
JSE,2019-02-11,0.5267,0,0
JSE,2019-02-27,-0.2263,0,0
JSE,2019-02-28,0.0,0,0
JSE,2019-03-07,-0.0516,0,0
JSE,2019-03-08,0.3548,0,0
JSE,2019-03-13,-0.0258,0,0
JSE,2019-03-14,0.5574,0,0
JSE,2019-03-15,0.1531,0,0
JSE,2019-04-01,0.0,0,0
JSE,2019-04-18,0.0,1,0
JSE,2019-04-30,0.0,1,0
JSE,2019-05-03,0.0,0,0
JSE,2019-05-13,0.2294,0,0
JSE,2019-05-14,0.5267,0,0
JSE,2019-05-17,0.47585,0,0
JSE,2019-05-22,-0.4215,0,0
JSE,2019-05-28,0.1531,0,0
JSE,2019-05-31,0.4019,0,0
JSE,2019-06-06,0.3182,0,0
JSE,2019-06-21,0.4063,0,0
JSE,2019-06-26,0.7579,0,0
JSE,2019-07-03,0.296,0,1
JSE,2019-07-14,0.3182,0,0
JSE,2019-07-15,-0.2263,0,0
JSE,2019-07-22,0.0,1,0
JSE,2019-07-25,0.765,0,0
JSE,2019-07-26,-0.0258,0,0
JSE,2019-07-29,0.5719,0,0
JSE,2019-08-09,0.2127,0,0
JSE,2019-08-15,0.0772,0,0
JSE,2019-08-27,0.296,0,0
JSE,2019-08-30,-0.0258,0,0
JSE,2019-09-07,0.6705,0,0
JSE,2019-09-13,-0.5984,0,0
JSE,2019-09-16,0.0772,0,1
JSE,2019-09-17,0.9517,0,0
JSE,2019-09-24,-0.2263,0,0
JSE,2019-09-30,0.3548,0,0
JSE,2019-10-09,0.5859,0,0
JSE,2019-10-10,0.872,0,0
JSE,2019-11-06,0.0,0,0
JSE,2019-11-14,0.0,1,0
JSE,2019-12-10,0.0772,0,1
JSE,2019-12-11,0.9893,1,0
JSE,2019-12-12,0.0772,0,1
JSE,2019-12-19,0.1146,0,0
JSE,2019-12-24,0.0,0,0
