instrument_code,post_date,sentiment,is_regarding_financial_report,is_sold_pur_shares
JSE,2019-12-30,0.2263,0,0
JSE,2020-01-10,0.33055,0,0
JSE,2020-01-13,0.0,0,0
JSE,2020-01-21,0.6908,0,0
JSE,2020-02-10,0.6369,0,0
JSE,2020-02-17,0.2263,0,0
JSE,2020-02-27,0.3612,1,0
JSE,2020-02-28,0.2023,1,0
JSE,2020-03-03,-0.2263,0,0
JSE,2020-03-09,0.8689,0,0
JSE,2020-03-11,-0.0258,0,0
JSE,2020-03-17,-0.2732,0,0
JSE,2020-03-20,0.0772,0,1
JSE,2020-03-24,-0.1531,0,0
JSE,2020-04-09,0.05275000000000002,0,0
JSE,2020-04-14,0.31539999999999996,0,0
JSE,2020-04-17,0.0,1,0
JSE,2020-05-01,0.0,0,0
JSE,2020-05-11,-0.2263,0,0
JSE,2020-05-12,0.0,1,0
JSE,2020-05-15,-0.11359999999999999,0,0
JSE,2020-05-21,0.08360000000000001,0,0
JSE,2020-06-08,0.0,0,0
JSE,2020-06-09,0.0,0,0
JSE,2020-06-11,-0.4939,1,0
JSE,2020-06-25,0.8126,0,0
JSE,2020-06-29,-0.0516,0,0
JSE,2020-07-08,0.0,1,0
JSE,2020-07-22,-0.1027,0,0
JSE,2020-07-24,-0.0516,0,0
JSE,2020-07-30,0.0,0,0
JSE,2020-07-31,0.064,0,0
JSE,2020-08-03,0.4939,0,0
JSE,2020-08-10,0.0,1,0
JSE,2020-09-03,0.802,0,0
JSE,2020-09-08,0.8591,0,0
JSE,2020-09-16,0.7906,1,0
JSE,2020-09-18,0.7003,0,0
JSE,2020-09-25,-0.2263,0,0
JSE,2020-10-01,0.5994,0,0
JSE,2020-10-06,0.7845,0,1
JSE,2020-10-12,0.7269,0,0
JSE,2020-10-13,0.4939,0,0
JSE,2020-10-14,0.0,0,0
JSE,2020-10-29,0.6124,0,0
JSE,2020-11-03,0.7351,0,0
JSE,2020-11-12,0.0,1,0
JSE,2020-11-23,-0.2263,0,0
JSE,2020-12-04,-0.2023,0,0
JSE,2020-12-24,0.8834,0,0
KEX,2016-01-13,0.5106,0,0
KEX,2016-01-21,0.0,1,0
KEX,2016-04-14,0.0,1,0
KEX,2016-06-10,0.4588,0,1
KEX,2016-07-11,-0.2263,0,0
KEX,2016-07-25,0.0772,0,0
KEX,2016-08-02,-0.2263,1,0
KEX,2016-09-30,-0.2263,0,0
KEX,2016-10-05,-0.2263,0,0
KEX,2016-10-13,0.0,1,0
KEX,2017-01-13,0.0,1,0
KEX,2017-03-15,0.0772,0,0
KEX,2017-04-17,0.0,1,0
KEX,2017-04-18,-0.2263,0,0
KEX,2017-05-08,-0.4215,0,0
KEX,2017-05-24,-0.4215,0,0
KEX,2017-07-12,-0.2263,0,0
KEX,2017-07-14,-0.2263,0,0
KEX,2017-07-26,-0.0258,0,0
KEX,2017-07-28,0.0,0,0
KEX,2017-08-11,0.0772,0,1
KEX,2017-09-29,0.0,1,0
KEX,2017-10-06,-0.4215,0,0
KEX,2017-10-12,0.0,1,0
KEX,2017-11-17,0.0772,0,1
KEX,2017-12-15,0.0772,0,1
KEX,2018-01-15,0.2023,1,0
KEX,2018-04-12,0.0,1,0
KEX,2018-07-10,-0.2263,0,0
KEX,2018-07-17,-0.4215,0,0
KEX,2018-07-27,-0.0258,0,0
KEX,2018-07-30,0.0,1,0
KEX,2018-08-21,0.296,0,0
KEX,2018-09-04,0.0772,0,1
KEX,2018-10-04,-0.2263,0,0
KEX,2018-10-11,0.0,0,0
KEX,2018-10-16,0.0,1,0
KEX,2018-11-09,0.0,1,0
KEX,2019-01-07,0.3182,0,0
KEX,2019-01-14,0.0,0,0
KEX,2019-02-12,0.0772,0,1
KEX,2019-02-25,0.4588,0,1
KEX,2019-04-15,0.0,1,0
KEX,2019-07-26,-0.2263,0,0
KEX,2019-08-05,-0.4939,1,0
KEX,2019-08-07,-0.0258,0,0
KEX,2019-08-19,0.0,1,0
KEX,2019-09-27,0.0,1,0
KEX,2019-09-30,-0.4215,0,0
KEX,2019-10-15,0.0,1,0
KEX,2020-01-14,0.0,1,0
KEX,2020-04-20,-0.4404,1,0
KEX,2020-04-24,0.0,1,0
KEX,2020-07-16,-0.4019,1,0
KEX,2020-09-04,-0.2263,0,0
KEX,2020-09-11,0.0,1,0
KEX,2020-09-14,-0.2263,0,0
KEX,2020-10-14,0.2023,1,0
KEX,2020-10-30,-0.11315,0,0
KEY,2016-03-31,-0.2263,0,0
KEY,2016-05-10,-0.2263,1,0
KEY,2016-07-19,0.5859,0,0
KEY,2016-08-15,-0.2263,1,0
KEY,2016-09-20,-0.5106,0,0
KEY,2016-11-15,0.0,1,0
KEY,2016-12-01,-0.4767,0,0
KEY,2017-02-15,0.0,1,0
KEY,2017-03-31,-0.4215,1,0
KEY,2017-05-01,0.0,1,0
KEY,2017-05-02,-0.2263,0,0
KEY,2017-05-16,0.0,1,0
KEY,2017-08-15,0.0,1,0
KEY,2017-10-02,0.8316,1,0
KEY,2017-10-30,0.4939,0,0
KEY,2017-11-14,0.0,1,0
KEY,2018-02-15,0.0,1,0
KEY,2018-03-30,0.0,0,0
KEY,2018-04-10,0.0772,0,1
KEY,2018-04-12,0.0772,0,1
KEY,2018-04-16,0.0772,0,1
KEY,2018-04-30,0.0,1,0
KEY,2018-05-04,-0.2263,0,0
KEY,2018-05-07,-0.2263,0,0
KEY,2018-05-14,0.0,1,0
KEY,2018-05-23,-0.2263,0,0
KEY,2018-05-30,0.3612,0,1
KEY,2018-07-13,0.0772,0,1
KEY,2018-08-14,0.0,1,0
KEY,2018-10-08,0.296,0,0
KEY,2018-11-12,0.0,1,0
KEY,2018-11-20,-0.0516,0,0
KEY,2018-11-28,0.0772,0,1
KEY,2019-02-14,0.0,1,0
KEY,2019-03-29,-0.4939,1,0
KEY,2019-04-16,-0.2263,1,0
KEY,2019-04-23,-0.4939,1,0
KEY,2019-05-17,-0.24695,1,0
KEY,2019-05-22,0.0,0,0
KEY,2019-06-03,-0.2023,1,0
KEY,2019-07-01,0.0,1,0
KEY,2019-07-09,0.0772,0,1
KEY,2019-07-16,0.0772,0,1
KEY,2019-07-22,0.8481,0,0
KEY,2019-07-31,0.0,1,0
KEY,2019-08-05,-0.5719,0,0
KEY,2019-08-14,0.21075,1,0
KEY,2019-09-09,-0.2263,0,0
KEY,2019-09-12,0.296,0,0
KEY,2019-11-11,0.5423,0,0
KEY,2019-11-15,0.0,1,0
KEY,2019-11-20,-0.2263,0,0
KEY,2019-11-26,0.2023,0,0
KEY,2019-12-05,0.2023,0,0
KEY,2019-12-09,-0.2263,0,0
KEY,2019-12-11,0.7506,0,0
KEY,2019-12-17,-0.2263,0,0
KEY,2020-01-20,0.0516,0,0
KEY,2020-01-22,0.1531,0,0
KEY,2020-02-14,-0.4215,1,0
KEY,2020-02-17,-0.4215,0,0
KEY,2020-02-28,-0.6249,1,0
KEY,2020-03-12,0.0,0,0
KEY,2020-03-25,0.0,0,0
KEY,2020-04-02,-0.4767,0,0
KEY,2020-04-09,0.0,0,0
KEY,2020-04-14,0.0,1,0
KEY,2020-04-15,-0.1027,1,0
KEY,2020-05-04,-0.6908,1,0
KEY,2020-05-18,0.5423,1,0
KEY,2020-06-01,0.07033333333333333,0,0
KEY,2020-06-29,0.8519,0,0
KEY,2020-07-07,-0.2263,0,0
KEY,2020-07-15,-0.21075,0,0
KEY,2020-08-14,0.2023,1,0
KEY,2020-09-02,0.4767,0,0
KEY,2020-09-10,0.1531,0,0
KEY,2020-10-08,-0.2263,0,0
KEY,2020-10-23,0.0,0,0
KEY,2020-10-26,0.3818,0,0
KEY,2020-11-06,0.8625,0,0
KEY,2020-11-13,0.2023,1,0
KEY,2020-11-27,0.2263,0,0
KEY,2020-12-16,0.0,0,0
KLE,2016-03-01,-0.2263,1,0
KLE,2016-05-02,-0.2263,1,0
KLE,2016-05-04,0.0,1,0
KLE,2016-05-17,-0.2263,0,0
KLE,2016-05-26,0.1798,0,0
KLE,2016-06-14,0.0,0,0
KLE,2016-06-15,-0.4215,0,0
KLE,2016-06-21,-0.2263,0,0
KLE,2016-07-22,0.0,1,0
KLE,2016-07-25,0.296,0,0
KLE,2016-09-06,0.4767,0,0
KLE,2016-09-27,0.5719,0,0
KLE,2016-11-11,0.0,1,0
KLE,2017-03-03,-0.25,1,0
KLE,2017-03-28,-0.2263,1,0
KLE,2017-05-15,0.0,1,0
KLE,2017-06-05,0.0,1,0
KLE,2017-08-11,0.0,1,0
KLE,2017-10-06,-0.2263,0,0
KLE,2017-11-14,0.0,1,0
KLE,2018-03-01,0.296,0,0
KLE,2018-03-02,-0.2263,1,0
KLE,2018-03-29,-0.51685,0,0
KLE,2018-05-04,0.0,1,0
KLE,2018-05-16,-0.2263,1,0
KLE,2018-05-25,0.875,0,1
KLE,2018-07-26,0.34,0,0
KLE,2018-08-14,0.0,1,0
KLE,2018-10-03,0.0,0,0
KLE,2018-11-01,-0.2263,0,0
KLE,2018-11-14,0.0,1,0
KLE,2018-12-05,-0.0258,0,0
KLE,2019-03-04,-0.4939,1,0
KLE,2019-03-08,-0.0258,0,0
KLE,2019-05-08,0.7783,0,0
KLE,2019-05-15,0.0,0,0
KLE,2019-05-20,0.0,1,0
KLE,2019-08-14,-0.25,1,0
KLE,2019-11-15,-0.2263,1,0
KLE,2020-01-10,0.0,0,0
KLE,2020-02-28,-0.4939,1,0
KLE,2020-03-08,0.0,1,0
KLE,2020-06-19,-0.2263,1,0
KLE,2020-06-30,-0.2263,1,0
KLE,2020-07-07,0.0,0,0
KLE,2020-08-14,0.296,0,0
KLE,2020-08-17,-0.0258,1,0
KLE,2020-11-16,-0.2263,0,0
KLE,2020-11-26,0.0258,0,0
KPREIT,2016-01-22,-0.2263,0,0
KPREIT,2016-02-03,-0.2263,0,0
KPREIT,2016-02-17,0.0772,0,0
KPREIT,2016-02-29,0.2023,1,0
KPREIT,2016-04-26,0.0,1,0
KPREIT,2016-04-28,0.0772,0,0
KPREIT,2016-04-29,0.4404,0,0
KPREIT,2016-05-10,0.2023,1,0
KPREIT,2016-05-24,0.5859,0,0
KPREIT,2016-08-12,0.2023,1,0
KPREIT,2016-08-15,-0.2263,0,0
KPREIT,2016-08-24,-0.2263,0,0
KPREIT,2016-11-11,0.2023,1,0
KPREIT,2017-01-10,-0.2263,0,0
KPREIT,2017-01-18,-0.2263,0,0
KPREIT,2017-01-23,-0.4767,0,0
KPREIT,2017-02-28,0.2023,1,0
KPREIT,2017-03-06,-0.2263,0,0
KPREIT,2017-03-13,-0.2263,0,0
KPREIT,2017-04-03,-0.2263,0,0
KPREIT,2017-04-20,-0.2263,0,0
KPREIT,2017-04-27,0.0,0,0
KPREIT,2017-05-15,0.0,1,0
KPREIT,2017-05-18,0.0772,0,0
KPREIT,2017-08-14,0.2023,1,0
KPREIT,2017-09-25,-0.2263,0,0
KPREIT,2017-09-26,-0.6249,1,0
KPREIT,2017-11-13,0.2023,1,0
KPREIT,2018-01-31,0.0772,0,1
KPREIT,2018-02-12,0.0772,0,1
KPREIT,2018-02-28,0.0,1,0
KPREIT,2018-04-10,-0.32389999999999997,0,0
KPREIT,2018-04-18,-0.2263,0,0
KPREIT,2018-04-25,0.0,0,0
KPREIT,2018-05-11,0.2023,1,0
KPREIT,2018-05-25,-0.2263,0,0
KPREIT,2018-06-15,0.3612,0,1
KPREIT,2018-06-18,0.3612,0,1
KPREIT,2018-06-22,0.3612,0,1
KPREIT,2018-08-13,0.0,1,0
KPREIT,2018-08-15,0.0772,0,0
KPREIT,2018-09-07,-0.2263,0,0
KPREIT,2018-10-31,-0.2263,0,0
KPREIT,2018-11-13,-0.0516,0,0
KPREIT,2018-11-14,0.0,1,0
KPREIT,2018-12-27,-0.2263,0,0
KPREIT,2019-02-15,-0.08274999999999996,0,0
KPREIT,2019-02-25,-0.2263,0,0
KPREIT,2019-03-01,0.0,1,0
KPREIT,2019-03-05,-0.2263,0,0
KPREIT,2019-03-13,0.0772,0,1
KPREIT,2019-03-18,0.0772,0,1
KPREIT,2019-05-01,0.0,1,0
KPREIT,2019-05-03,-0.4215,0,0
KPREIT,2019-05-15,0.0,1,0
KPREIT,2019-07-03,-0.2263,0,0
KPREIT,2019-07-11,0.9337,0,0
KPREIT,2019-07-19,-0.2263,0,0
KPREIT,2019-08-15,0.4767,1,0
KPREIT,2019-10-25,-0.11315,0,0
KPREIT,2019-11-01,-0.2263,0,0
KPREIT,2019-11-08,0.0,0,0
KPREIT,2019-11-14,0.0,1,0
KPREIT,2019-11-29,0.1027,0,0
KPREIT,2019-12-05,0.2732,0,0
KPREIT,2019-12-27,-0.2263,0,0
KPREIT,2020-02-28,0.0,1,0
KPREIT,2020-03-27,0.9509,0,0
KPREIT,2020-05-01,-0.6705,1,0
KPREIT,2020-05-08,0.0516,0,0
KPREIT,2020-05-15,0.0,1,0
KPREIT,2020-05-20,-0.4939,1,0
KPREIT,2020-06-01,0.0,0,0
KPREIT,2020-06-15,-0.2263,0,0
KPREIT,2020-06-19,-0.2263,0,0
KPREIT,2020-07-01,-0.2263,0,0
KPREIT,2020-07-24,-0.4215,0,0
KPREIT,2020-08-14,0.0,1,0
KPREIT,2020-09-07,-0.5106,0,0
KPREIT,2020-10-15,-0.2263,0,0
KPREIT,2020-11-03,0.8834,0,0
KPREIT,2020-11-04,0.0,1,0
KPREIT,2020-11-30,-0.2263,0,0
KREMI,2016-01-08,-0.2263,1,0
KREMI,2016-01-13,0.4588,0,1
KREMI,2016-04-12,0.0,1,0
KREMI,2016-04-28,0.4588,0,1
KREMI,2016-05-10,0.4588,0,1
KREMI,2016-05-19,0.4215,0,0
KREMI,2016-05-27,0.4588,0,1
KREMI,2016-06-15,-0.2263,0,0
KREMI,2016-06-23,-0.2263,0,0
KREMI,2016-06-27,0.0,1,0
KREMI,2016-07-05,0.0772,0,0
KREMI,2016-07-12,0.0,1,0
KREMI,2016-10-12,0.0,1,0
KREMI,2016-11-03,0.0772,0,1
KREMI,2017-01-12,0.0,1,0
KREMI,2017-04-27,0.10115,0,0
KREMI,2017-05-01,0.0,1,0
KREMI,2017-06-26,0.0,0,0
KREMI,2017-06-29,0.0516,0,0
KREMI,2017-06-30,-0.2263,0,0
KREMI,2017-07-05,-0.0258,0,0
KREMI,2017-07-13,0.0,1,0
KREMI,2017-10-11,0.0,1,0
KREMI,2017-11-10,0.0772,0,1
KREMI,2017-11-17,0.0772,0,1
KREMI,2017-12-27,0.296,0,1
KREMI,2018-01-12,0.0,1,0
KREMI,2018-02-20,0.3182,1,0
KREMI,2018-02-27,0.4588,0,1
KREMI,2018-03-26,0.4588,0,1
KREMI,2018-04-27,0.2023,0,0
KREMI,2018-06-29,0.0,0,0
KREMI,2018-07-03,-0.2263,0,0
KREMI,2018-07-04,-0.2263,0,0
KREMI,2018-07-12,0.0,1,0
KREMI,2018-07-13,-0.0258,0,0
KREMI,2018-10-12,0.0,1,0
KREMI,2019-01-11,0.0,1,0
KREMI,2019-04-30,-0.11315,0,0
KREMI,2019-06-28,0.0,1,0
KREMI,2019-07-03,-0.2263,0,0
KREMI,2019-07-11,-0.0258,0,0
KREMI,2019-07-15,0.0,1,0
KREMI,2019-10-15,0.0,1,0
KREMI,2020-01-14,0.0,1,0
KREMI,2020-02-21,-0.2263,0,0
KREMI,2020-04-23,-0.6369,1,0
KREMI,2020-05-15,0.2023,1,0
KREMI,2020-06-26,0.0,1,0
KREMI,2020-07-15,0.0,1,0
KREMI,2020-08-27,-0.2263,0,0
KREMI,2020-09-07,-0.0258,0,0
KREMI,2020-10-15,0.0,1,0
KW,2016-01-18,0.4588,0,1
KW,2016-02-29,-0.2263,1,0
KW,2016-03-02,0.165275,0,0
KW,2016-05-02,0.0,1,0
KW,2016-05-13,-0.2263,1,0
KW,2016-06-16,-0.2263,0,0
KW,2016-06-22,-0.5574,0,0
KW,2016-06-23,0.0772,0,0
KW,2016-06-28,-0.3612,0,0
KW,2016-08-12,-0.2263,1,0
KW,2016-11-14,-0.2263,1,0
KW,2016-11-30,-0.2263,0,0
KW,2017-02-28,0.4588,1,0
KW,2017-05-01,0.0,1,0
KW,2017-05-05,-0.2263,0,0
KW,2017-05-12,-0.2263,1,0
KW,2017-06-09,-0.2263,0,0
KW,2017-08-14,-0.2263,1,0
KW,2017-11-13,-0.2263,1,0
KW,2017-11-30,-0.2263,0,0
KW,2017-12-05,0.0772,0,1
KW,2017-12-07,0.0772,0,0
KW,2018-01-30,-0.2263,0,0
KW,2018-03-01,0.5859,1,0
KW,2018-03-07,0.4588,0,1
KW,2018-03-08,0.4588,0,1
KW,2018-03-15,0.4588,0,1
KW,2018-03-20,0.4588,0,1
KW,2018-03-23,0.4588,0,1
KW,2018-03-27,0.4588,0,1
KW,2018-03-28,0.4588,0,1
KW,2018-03-29,0.4588,0,1
KW,2018-04-03,0.4588,0,1
KW,2018-04-04,0.4588,0,1
KW,2018-04-06,0.4588,0,1
KW,2018-04-10,0.4588,0,1
KW,2018-04-12,0.4588,0,1
KW,2018-04-16,0.5994,0,1
KW,2018-04-30,0.0,1,0
KW,2018-05-04,-0.2263,0,0
KW,2018-05-15,-0.2263,1,0
KW,2018-05-23,0.4588,0,1
KW,2018-06-01,0.4588,0,1
KW,2018-06-12,0.0772,0,1
KW,2018-06-13,0.4588,0,1
KW,2018-06-16,0.11624999999999999,0,0
KW,2018-06-22,0.0772,0,0
KW,2018-07-12,0.4588,0,1
KW,2018-07-17,0.6369,0,1
KW,2018-08-14,0.0,1,0
KW,2018-10-12,0.4588,0,1
KW,2018-11-13,0.0,1,0
KW,2018-11-22,0.0258,0,0
KW,2018-12-04,-0.05035,0,0
KW,2018-12-24,0.6369,0,1
KW,2019-03-01,0.5859,1,0
KW,2019-03-20,0.4588,0,1
KW,2019-03-25,0.4588,0,1
KW,2019-03-28,0.4588,0,1
KW,2019-04-04,0.4588,0,1
KW,2019-04-11,0.4588,0,1
KW,2019-04-26,0.4588,0,1
KW,2019-04-30,0.0,1,0
KW,2019-05-01,-0.4215,0,0
KW,2019-05-14,-0.2263,1,0
KW,2019-06-14,-0.2263,0,0
KW,2019-06-21,0.0772,0,0
KW,2019-06-24,0.4588,0,1
KW,2019-07-08,0.4588,0,1
KW,2019-07-17,0.4588,0,1
KW,2019-07-19,0.4588,0,1
KW,2019-08-14,-0.2263,1,0
KW,2019-08-27,0.4588,0,1
KW,2019-09-20,0.4588,0,1
KW,2019-11-11,0.0,1,0
KW,2019-11-18,0.4588,0,1
KW,2019-12-03,-0.2263,0,0
KW,2019-12-05,-0.2263,0,0
KW,2019-12-09,-0.29375,0,0
KW,2019-12-10,-0.0258,0,0
KW,2020-01-27,0.2263,0,0
KW,2020-02-28,-0.2263,1,0
KW,2020-04-23,0.0772,0,0
KW,2020-05-07,-0.4215,1,0
KW,2020-05-13,0.0,1,0
KW,2020-05-14,-0.4215,0,0
KW,2020-06-11,-0.2263,0,0
KW,2020-06-19,0.0772,0,0
KW,2020-08-14,0.0,1,0
KW,2020-08-18,0.4588,0,1
KW,2020-09-02,0.0772,0,1
KW,2020-09-03,0.4588,0,1
KW,2020-09-15,0.0772,0,1
KW,2020-10-23,0.4588,0,1
KW,2020-11-11,0.0,1,0
KW,2020-11-16,0.4588,0,1
KW,2020-11-25,-0.2263,0,0
KW,2020-12-03,0.0772,0,0
KW,2020-12-30,0.4588,0,1
LAB,2019-07-10,0.0,0,0
LAB,2019-07-17,-0.1531,0,0
LAB,2019-07-24,-0.5719,0,0
LAB,2019-07-26,0.0,0,0
LAB,2019-07-29,0.5719,0,0
LAB,2019-08-30,-0.2263,1,0
LAB,2019-09-09,-0.2263,0,0
LAB,2019-09-25,0.3612,0,1
LAB,2019-10-10,0.3612,0,1
LAB,2019-11-13,0.4588,0,1
LAB,2019-12-09,-0.2263,0,0
LAB,2019-12-16,-0.2263,0,0
LAB,2019-12-17,0.06365000000000001,0,0
LAB,2020-03-11,-0.11315,0,0
LAB,2020-03-16,-0.2263,0,0
LAB,2020-04-08,0.5719,0,0
LAB,2020-06-15,-0.2263,0,0
LAB,2020-06-23,0.0772,0,1
LAB,2020-07-20,-0.2263,0,0
LAB,2020-08-07,-0.2263,0,0
LAB,2020-09-11,-0.2263,0,0
LAB,2020-09-14,-0.2263,0,0
LAB,2020-09-28,0.0,1,0
LAB,2020-11-05,0.6369,0,1
LAB,2020-12-16,-0.2263,0,0
LAB,2020-12-24,-0.11315,0,0
LASD,2016-02-04,-0.0258,0,0
LASD,2016-02-24,-0.0258,0,0
LASD,2016-02-25,0.4019,0,0
LASD,2016-03-07,0.0772,0,0
LASD,2016-05-31,0.2023,1,0
LASD,2016-06-06,0.4767,0,0
LASD,2016-06-10,0.0772,0,0
LASD,2016-06-24,0.296,0,0
LASD,2016-07-27,0.0,1,0
LASD,2016-08-10,0.0,1,0
LASD,2016-10-28,0.0,1,0
LASD,2017-02-10,0.7351,1,0
LASD,2017-05-30,0.1489,0,0
LASD,2017-06-20,0.4767,0,0
LASD,2017-07-06,0.3612,0,0
LASD,2017-07-24,0.0,0,0
LASD,2017-07-28,0.0,1,0
LASD,2017-07-31,-0.4215,0,0
LASD,2017-08-09,0.0,0,0
LASD,2017-09-27,0.4588,0,1
LASD,2017-10-05,-0.5719,0,0
LASD,2017-10-19,0.0772,0,1
LASD,2017-10-30,0.0,1,0
LASD,2017-11-01,-0.1531,0,0
LASD,2017-11-07,0.3612,0,0
LASD,2017-11-16,-0.2023,0,0
LASD,2017-11-20,-0.2263,0,0
LASD,2017-11-24,0.0772,0,1
LASD,2017-11-27,0.836,0,0
LASD,2017-12-07,0.0,0,0
LASD,2018-01-26,-0.4215,0,0
LASD,2018-02-07,0.0,1,0
LASD,2018-03-01,0.296,0,0
LASD,2018-03-23,0.4767,0,0
LASD,2018-04-03,0.3612,0,0
LASD,2018-05-30,0.7351,1,0
LASD,2018-07-19,0.0,1,0
LASD,2018-07-27,0.0,1,0
LASD,2018-11-07,0.0,1,0
LASD,2019-02-06,0.7351,1,0
LASD,2019-04-09,-0.2263,0,0
LASD,2019-05-07,-0.0516,0,0
LASD,2019-05-30,0.0,1,0
LASD,2019-06-12,0.4767,0,0
LASD,2019-06-24,-0.6249,0,0
LASD,2019-06-25,0.0772,0,0
LASD,2019-07-29,-0.21075,0,0
LASD,2019-08-07,0.7351,1,0
LASD,2019-11-06,0.7351,1,0
LASD,2020-02-06,0.0,1,0
LASD,2020-02-24,-0.6249,0,0
LASD,2020-05-29,0.0,1,0
LASD,2020-06-18,0.4767,0,0
LASD,2020-06-30,0.3612,0,0
LASD,2020-07-28,0.0,1,0
LASD,2020-08-13,0.0,1,0
LASD,2020-08-21,-0.2263,0,0
LASD,2020-09-22,-0.2263,0,0
LASD,2020-11-08,0.0,1,0
LASF,2016-01-05,0.4588,0,1
LASF,2016-02-05,0.0,1,0
LASF,2016-02-18,0.4588,0,1
LASF,2016-02-23,0.4588,0,1
LASF,2016-03-04,0.4588,0,1
LASF,2016-03-08,0.4588,0,1
LASF,2016-04-13,0.4588,0,1
LASF,2016-04-20,0.4588,0,1
LASF,2016-05-31,0.7351,1,0
LASF,2016-06-07,0.4588,0,1
LASF,2016-06-08,0.4767,0,0
LASF,2016-06-20,0.0772,0,0
LASF,2016-06-24,0.296,0,0
LASF,2016-07-28,0.7351,1,0
LASF,2016-08-02,0.0,1,0
LASF,2016-09-01,0.5994,0,1
LASF,2016-09-05,0.4588,0,1
LASF,2016-10-07,0.4588,0,1
LASF,2016-11-04,0.7351,1,0
LASF,2016-11-07,0.4588,0,1
LASF,2016-11-21,0.4588,0,1
LASF,2016-12-21,0.4588,0,1
LASF,2017-02-06,0.7351,1,0
LASF,2017-03-13,0.4588,0,1
LASF,2017-03-15,0.4588,0,1
LASF,2017-05-30,0.5423,1,0
LASF,2017-07-12,0.4767,0,0
LASF,2017-07-20,0.34,0,0
LASF,2017-07-21,0.7351,1,0
LASF,2017-07-28,0.0,1,0
LASF,2017-07-31,-0.4215,0,0
LASF,2017-08-02,0.5994,0,1
LASF,2017-08-25,0.4588,0,1
LASF,2017-09-13,0.6369,0,1
LASF,2017-10-20,0.4588,0,1
LASF,2017-11-10,0.7351,1,0
LASF,2017-11-14,-0.12179999999999999,0,0
LASF,2017-11-24,0.4588,0,1
LASF,2017-12-15,-0.5719,0,0
LASF,2017-12-27,0.296,0,1
LASF,2017-12-29,0.7845,0,1
LASF,2018-01-03,0.0772,0,1
LASF,2018-01-05,0.4588,0,1
LASF,2018-01-24,0.6597,1,0
LASF,2018-02-16,0.0772,0,1
LASF,2018-02-21,0.0772,0,1
LASF,2018-02-26,0.0772,0,1
LASF,2018-02-27,0.0772,0,1
LASF,2018-03-06,0.7845,0,1
LASF,2018-03-08,0.1726,0,1
LASF,2018-03-12,0.128,0,0
LASF,2018-03-13,0.4588,0,1
LASF,2018-03-14,0.0772,0,1
LASF,2018-03-16,0.0772,0,1
LASF,2018-03-19,0.0772,0,1
LASF,2018-03-23,0.0772,0,1
LASF,2018-03-26,0.3612,0,1
LASF,2018-03-27,0.0772,0,1
LASF,2018-03-28,0.0772,0,1
LASF,2018-04-05,0.0772,0,1
LASF,2018-05-30,0.7351,0,0
LASF,2018-06-01,0.25,1,0
LASF,2018-06-07,0.0772,0,1
LASF,2018-07-05,0.296,0,0
LASF,2018-07-06,0.0772,0,1
LASF,2018-07-13,0.0772,0,1
LASF,2018-07-16,0.7351,1,0
LASF,2018-07-30,0.0,0,0
LASF,2018-08-03,-0.2263,0,0
LASF,2018-08-07,-0.2263,0,0
LASF,2018-08-16,0.4588,0,1
LASF,2018-08-21,0.4588,0,1
LASF,2018-09-24,0.0772,0,1
LASF,2018-09-26,0.0772,0,1
LASF,2018-09-28,0.0772,0,1
LASF,2018-11-01,0.7351,1,0
LASF,2018-11-07,0.4588,0,1
LASF,2018-11-12,0.0772,0,1
LASF,2018-11-29,-0.5859,0,0
LASF,2018-11-30,0.0772,0,1
LASF,2018-12-04,0.0772,0,1
LASF,2018-12-27,0.4588,0,1
LASF,2018-12-28,0.3612,0,1
LASF,2019-02-08,-0.2263,0,0
LASF,2019-02-14,0.7351,1,0
LASF,2019-03-01,-0.0516,0,0
LASF,2019-03-05,0.0772,0,1
LASF,2019-03-11,0.3612,0,1
LASF,2019-03-12,0.6369,0,1
LASF,2019-03-28,0.7845,0,1
LASF,2019-04-08,0.0772,0,1
LASF,2019-05-08,0.4588,0,1
LASF,2019-05-31,0.0,1,0
LASF,2019-06-12,0.4588,0,1
LASF,2019-06-17,0.6369,0,1
LASF,2019-06-24,0.2023,0,0
LASF,2019-06-28,0.4588,0,1
LASF,2019-07-02,0.0772,0,1
LASF,2019-07-03,0.0772,0,1
LASF,2019-07-08,0.0772,0,1
LASF,2019-07-30,-0.21075,0,0
LASF,2019-08-14,0.7351,1,0
LASF,2019-08-19,0.4588,0,1
LASF,2019-08-22,0.4588,0,1
LASF,2019-08-30,0.6369,0,1
LASF,2019-09-03,0.0772,0,1
LASF,2019-09-23,0.0772,0,1
LASF,2019-11-14,0.0,1,0
LASF,2019-11-27,0.268,0,1
LASF,2019-12-05,0.0772,0,1
LASF,2020-02-14,0.7351,1,0
LASF,2020-03-20,0.4588,0,1
LASF,2020-03-23,0.4588,0,1
LASF,2020-03-31,0.4588,0,1
LASF,2020-05-07,-0.6705,0,0
LASF,2020-05-20,0.3612,1,0
LASF,2020-06-01,0.1531,1,0
LASF,2020-07-15,0.7351,0,0
LASF,2020-08-12,-0.11315,0,0
LASF,2020-08-14,0.7351,1,0
LASF,2020-08-17,0.4588,0,1
LASF,2020-08-20,-0.2263,0,0
LASF,2020-10-07,-0.34,0,0
LASF,2020-10-30,0.7351,1,0
LASF,2020-12-29,-0.5574,0,0
