Date,Open,High,Low,Close,Volume
2003-11-07,2.6,2.61,2.55,2.55,4875
2003-11-11,2.55,2.9,2.9,2.9,25409
2003-11-13,2.9,2.9,2.7,2.7,86625
2003-11-14,2.7,2.7,2.7,2.7,16250
2003-11-17,2.7,2.7,2.7,2.7,620
2003-11-18,2.7,2.7,2.55,2.55,37643
2003-11-20,2.55,2.65,2.65,2.65,500
2003-11-21,2.65,2.65,2.65,2.65,4500
2003-11-24,2.65,2.6,2.6,2.6,6120
2003-11-26,2.6,2.6,2.6,2.6,32138
2003-11-27,2.6,2.6,2.6,2.6,6000
2003-11-28,2.6,2.75,2.6,2.75,15958
2003-12-01,2.75,3,2.85,3,161273
2003-12-02,3,3,3,3,17860
2003-12-03,3,3.2,3.09,3.2,209638
2003-12-04,3.2,3.1,3.1,3.1,241501
2003-12-05,3.1,3.1,3.1,3.1,5161
2003-12-08,3.1,3.11,3.1,3.1,50000
2003-12-09,3.1,3.2,3.1,3.15,101300
2003-12-10,3.15,3.15,3.15,3.15,63719
2003-12-11,3.15,3.15,3.15,3.15,10000
2003-12-12,3.15,3.3,3.15,3.3,157633
2003-12-15,3.3,3.3,3.3,3.3,50600
2003-12-16,3.3,3.5,3.3,3.4,294818
2003-12-17,3.4,3.5,3.4,3.4,45457
2003-12-18,3.4,3.5,3.4,3.4,116333
2003-12-23,3.4,3.4,3.4,3.4,34500
2003-12-24,3.4,3.5,3.49,3.5,81227
2003-12-29,3.5,3.5,3.5,3.5,320400
2003-12-30,3.5,3.5,3.5,3.5,143978
2003-12-31,3.5,3.5,3,3.5,20823
2004-01-06,3.5,3,3,3,1600
2004-01-07,3,3.39,3.37,3.38,140549
2004-01-09,3.38,3.45,3.19,3.45,235644
2004-01-12,3.45,3.2,3.2,3.2,17397
2004-01-13,3.2,3.21,3.21,3.21,5900
2004-01-14,3.21,3.5,3.5,3.5,1139
2004-01-15,3.5,3.5,3.45,3.5,105261
2004-01-16,3.5,3.55,3.55,3.55,2000
2004-01-19,3.55,3.6,3.2,3.5,394689
2004-01-20,3.5,3.5,3.5,3.5,10000
2004-01-21,3.5,3.7,3.52,3.7,46020
2004-01-22,3.7,3.85,3.7,3.85,33576
2004-01-23,3.85,3.85,3.85,3.85,114604
2004-01-26,3.85,4,3.99,4,292829
2004-01-27,4,4.5,4,4.01,248359
2004-01-28,4.01,4.5,4,4,422921
2004-01-29,4,4,3.6,3.6,355094
2004-01-30,3.6,3.99,3.99,3.99,1000
2004-02-02,3.99,3.95,3.95,3.95,19500
2004-02-04,3.95,3.8,3.5,3.5,170938
2004-02-05,3.5,3.45,3.35,3.45,30947
2004-02-06,3.45,3.35,3.35,3.35,50000
2004-02-10,3.35,3.41,3.4,3.4,15225
2004-02-11,3.4,3.45,3.4,3.45,1617
2004-02-12,3.45,3.51,3.5,3.5,6890
2004-02-13,3.5,3.9,3.51,3.9,72191
2004-02-16,3.9,3.95,3.9,3.95,38172
2004-02-17,3.95,3.8,3.51,3.8,10499
2004-02-18,3.8,3.9,3.6,3.9,34587
2004-02-19,3.9,3.8,3.8,3.8,350
2004-02-20,3.8,3.9,3.8,3.8,50196
2004-02-23,3.8,3.9,3.8,3.9,31728
2004-02-24,3.9,3.9,3.8,3.9,207325
2004-02-26,3.9,3.95,3.8,3.95,41996
2004-02-27,3.95,3.9,3.9,3.9,6328
2004-03-01,3.9,3.9,3.9,3.9,16198
2004-03-02,3.9,3.89,3.89,3.89,4175
2004-03-03,3.89,3.8,3.8,3.8,19684
2004-03-04,3.8,3.95,3.9,3.95,113682
2004-03-05,3.95,3.9,3.89,3.9,8960
2004-03-08,3.9,3.9,3.9,3.9,16397
2004-03-09,3.9,3.9,3.9,3.9,5095
2004-03-10,3.9,3.9,3.8,3.9,38698
2004-03-11,3.9,3.9,3.9,3.9,8954
2004-03-12,3.9,3.85,3.8,3.85,11624
2004-03-15,3.85,3.9,3.85,3.9,88432
2004-03-16,3.9,3.9,3.8,3.9,282996
2004-03-17,3.9,3.95,3.85,3.95,189096
2004-03-18,3.95,4.1,3.95,3.95,283973
2004-03-19,3.95,4.2,4.2,4.2,30000
2004-03-22,4.2,4.5,4.1,4.5,1192269
2004-03-23,4.5,5.05,5,5.05,141152
2004-03-24,5.05,6,5.65,6,95142
2004-03-25,6,6.89,5.9,6.49,1777430
2004-03-26,6.49,7,6.49,7,2270479
2004-03-29,7,8,7,7.5,105320
2004-03-30,7.5,8.62,7.6,8.62,184131
2004-03-31,8.62,9,8,9,489562
2004-04-01,9,9.2,8.15,9,255471
2004-04-02,9,9,7.7,8.75,276160
2004-04-05,8.75,8.7,8.6,8.6,63914
2004-04-06,8.6,8.2,7.6,8,217187
2004-04-07,8,8,7.7,7.73,232202
2004-04-08,7.73,8,7.7,7.9,607342
2004-04-13,7.9,7.94,7,7.89,492448
2004-04-14,7.89,7.9,7,7.7,148760
2004-04-15,7.7,8.6,7.71,8.6,534423
2004-04-16,8.6,9.5,8.6,9.5,191320
2004-04-19,9.5,10.92,9.51,10.55,201008
2004-04-20,10.55,12,11.5,12,90784
2004-04-21,12,13.5,12.15,13,263633
2004-04-22,13,12.75,11.51,12.5,147786
2004-04-23,12.5,12.9,11,11,154593
2004-04-26,11,12,11,12,233954
2004-04-27,12,12.65,11.5,11.98,311539
2004-04-28,11.98,12.5,10.93,11.9,552457
2004-04-29,11.9,12,11,11.9,203151
2004-04-30,11.9,11.89,11.25,11.5,82899
2004-05-03,11.5,11.9,11,11,506276
2004-05-04,11,12.3,11.6,12,1400427
2004-05-05,12,12.5,12,12,734826
2004-05-06,12,12,11,11.75,122412
2004-05-07,11.75,11.75,10,10,153817
2004-05-10,10,10.5,9.8,9.8,44611
2004-05-11,9.8,10,8.5,10,126974
2004-05-12,10,9.99,9,9.99,46552
2004-05-13,9.99,9.99,9,9.25,52138
2004-05-14,9.25,10,9.8,10,183178
2004-05-17,10,10,9,9,15876
2004-05-18,9,10,9,9,136713
2004-05-19,9,9,8,8,31654
2004-05-20,8,8,7,8,32589
2004-05-21,8,8.01,8,8,45823
2004-05-25,8,8.5,8,8,7600
2004-05-26,8,8,6.9,6.9,42199
2004-05-27,6.9,6.85,6.5,6.5,14484
2004-05-28,6.5,6.52,6.51,6.51,72755
2004-05-31,6.51,6.52,6.51,6.51,253222
2004-06-01,6.51,7.1,6.6,7,566556
2004-06-02,7,7.5,7.4,7.5,223187
2004-06-03,7.5,7.81,7.5,7.6,88742
2004-06-04,7.6,8.1,8.1,8.1,3000
2004-06-07,8.1,9.5,9,9.5,179580
2004-06-08,9.5,10,9.1,10,213146
2004-06-09,10,10.02,8.6,8.6,278394
2004-06-10,8.6,8.6,8,8,265824
2004-06-11,8,8.61,8,8,72986
2004-06-14,8,8,7.99,8,91383
2004-06-15,8,8.35,8.1,8.35,3978
2004-06-16,8.35,10.35,10,10.34,269148
2004-06-17,10.34,10.34,10.04,10.04,40557
2004-06-18,10.04,10.5,10.01,10.5,295827
2004-06-21,10.5,10.5,9.99,10,235851
2004-06-22,10,9.99,9.5,9.5,4747
2004-06-23,9.5,9,9,9,3083
2004-06-24,9,9,8,8,71385
2004-06-25,8,9,8.01,9,27041
2004-06-28,9,9,9,9,16750
2004-06-29,9,9.06,9,9.06,14852
2004-07-02,9.06,9.25,9.25,9.25,1000000
2004-07-05,9.25,9.25,9.25,9.25,340
2004-07-06,9.25,9.5,9.1,9.5,17719
2004-07-07,9.5,9.5,9.5,9.5,9300
2004-07-08,9.5,9.6,9.15,9.15,32160
2004-07-09,9.15,9.3,9.21,9.3,32892
2004-07-12,9.3,9.4,9.2,9.2,43125
2004-07-13,9.2,9.5,9.25,9.5,70986
2004-07-14,9.5,9.75,9.5,9.75,58375
2004-07-15,9.75,9.61,9.61,9.61,200
2004-07-16,9.61,10.4,10,10.4,100192
2004-07-19,10.4,10.5,10.13,10.13,52784
2004-07-20,10.13,10.5,10.01,10.5,171091
2004-07-21,10.5,11.9,10.5,11.5,197832
2004-07-22,11.5,11,10.5,10.5,510759
2004-07-23,10.5,10.75,10.5,10.5,83692
2004-07-26,10.5,10.5,10,10,56120
2004-07-27,10,10,9.6,10,245337
2004-07-28,10,10,10,10,17150
2004-07-29,10,10,9.6,9.6,19105
2004-07-30,9.6,10.01,9.99,10,192078
2004-08-03,10,10,9.7,10,17657
2004-08-04,10,10,9.99,10,178550
2004-08-05,10,10,9.99,9.99,84813
2004-08-09,9.99,10,9.8,9.8,8772
2004-08-10,9.8,9.71,9.7,9.7,11050
2004-08-11,9.7,9.8,9.7,9.8,19090
2004-08-12,9.8,10,9.8,10,573311
2004-08-13,10,10.5,9.7,10.5,413782
2004-08-16,10.5,10.49,10,10,778967
2004-08-17,10,10.01,10,10.01,785891
2004-08-18,10.01,10.25,9.99,9.99,146430
2004-08-19,9.99,10,10,10,14608
2004-08-20,10,10,9.83,10,145288
2004-08-23,10,10,9.99,10,666786
2004-08-24,10,10,9.7,10,350390
2004-08-25,10,10,9.51,9.99,50452
2004-08-26,9.99,9.54,9.5,9.5,176045
2004-08-30,9.5,10,9.99,10,38452
2004-08-31,10,10,9.99,9.99,25800
2004-09-01,9.99,10,9.99,9.99,61367
2004-09-02,9.99,10,9.98,10,556765
2004-09-06,10,10,9.9,10,299218
2004-09-07,10,10,9.8,10,65736
2004-09-08,10,9.95,9.71,9.71,25300
2004-09-09,9.71,9.99,9.98,9.98,54000
2004-09-13,9.98,9.98,9.97,9.98,79055
2004-09-14,9.98,9.98,9.97,9.97,25550
2004-09-15,9.97,9.98,9.97,9.98,307732
2004-09-16,9.98,9.98,9.9,9.98,64938
2004-09-17,9.98,9.98,9.92,9.92,134558
2004-09-20,9.92,9.98,9.9,9.9,21468
2004-09-21,9.9,9.98,9.9,9.98,90182
2004-09-22,9.98,10,9.98,9.98,43702
2004-09-23,9.98,10,9.97,9.97,128090
2004-09-24,9.97,10,9.85,9.85,203676
2004-09-27,9.85,10,9.86,9.86,169812
2004-09-28,9.86,9.98,9.97,9.98,52481
2004-09-29,9.98,10,9.98,10,161662
2004-09-30,10,10,9.9,9.9,592605
2004-10-01,9.9,10,9.75,9.9,375097
2004-10-04,9.9,9.98,9.95,9.97,213275
2004-10-05,9.97,9.98,9.97,9.97,789412
2004-10-06,9.97,9.97,9.95,9.95,191112
2004-10-07,9.95,9.96,9.91,9.91,118700
2004-10-08,9.91,9.9,9.7,9.7,1059483
2004-10-11,9.7,9.96,9.76,9.8,202306
2004-10-12,9.8,9.9,9.75,9.8,266230
2004-10-13,9.8,9.8,9.7,9.8,300112
2004-10-14,9.8,9.8,9.75,9.75,124400
2004-10-15,9.75,10.1,9.7,10.1,7230962
2004-10-19,10.1,11,10.03,11,965375
2004-10-20,11,11.2,11,11.07,76124
2004-10-21,11.07,11.2,11,11,1346469
2004-10-22,11,11.19,11,11,187942
2004-10-25,11,11.05,10.5,10.5,147354
2004-10-26,10.5,10.6,10.5,10.5,90655
2004-10-27,10.5,10.6,10.51,10.52,120000
2004-10-28,10.52,10.95,10.56,10.6,124550
2004-10-29,10.6,10.62,10.6,10.61,11180
2004-11-01,10.61,11.45,10.67,11.43,68614
2004-11-02,11.43,11.05,10.5,10.51,231087
2004-11-03,10.51,10.51,10,10.49,198006
2004-11-04,10.49,10.49,10.49,10.49,7861
2004-11-05,10.49,10.5,9.8,10.4,1019895
2004-11-08,10.4,10,10,10,4000
2004-11-09,10,10.2,10.06,10.06,17325
2004-11-10,10.06,10.3,10.1,10.16,216674
2004-11-11,10.16,10.3,10.17,10.3,263681
2004-11-12,10.3,10.38,10.35,10.38,54950
2004-11-15,10.38,10.45,10.15,10.4,278779
2004-11-16,10.4,10.4,10.15,10.16,91451
2004-11-17,10.16,10.41,10.3,10.4,137217
2004-11-18,10.4,10.4,10.2,10.21,30588
2004-11-19,10.21,10.5,10.35,10.48,143222
2004-11-22,10.48,10.48,10,10.3,119564
2004-11-23,10.3,10.3,10,10.2,82845
2004-11-24,10.2,10.2,10,10,26058
2004-11-25,10,10,10,10,13031
2004-11-26,10,10.07,10.07,10.07,51800
2004-11-29,10.07,10.4,10.11,10.14,305263
2004-11-30,10.14,10.2,10.15,10.15,29436
2004-12-01,10.15,11.19,10.31,11.19,432786
2004-12-02,11.19,11,10.9,11,20000
2004-12-03,11,10.75,10.66,10.75,36418
2004-12-06,10.75,11,10.75,11,97641
2004-12-07,11,11.3,11,11.19,34513
2004-12-08,11.19,11.75,10.7,11.75,772512
2004-12-09,11.75,12,10.71,12,557983
2004-12-10,12,11.75,11.65,11.75,31682
2004-12-13,11.75,12,11.5,11.65,242601
2004-12-14,11.65,11.74,11.5,11.5,543629
2004-12-15,11.5,11.5,11.25,11.5,131779
2004-12-16,11.5,11.55,11.5,11.51,370679
2004-12-17,11.51,11.56,11.55,11.55,9417
2004-12-20,11.55,11.6,11.5,11.6,42154
2004-12-21,11.6,11.99,11.6,11.99,12243
2004-12-22,11.99,12.03,11.51,11.51,867618
2004-12-23,11.51,12,11.53,12,83750
2005-01-03,12,13.1,12.9,13.03,140127
2005-01-04,13.03,13.15,13.03,13.03,92000
2005-01-05,13.03,14,13.15,13.21,375488
2005-01-06,13.21,14.1,13.21,14.09,150980
2005-01-07,14.09,14.95,14.09,14.95,533095
2005-01-10,14.95,16,14,14,523639
2005-01-11,14,15.48,14,15,695885
2005-01-12,15,15,14.03,14.9,137811
2005-01-13,14.9,14.9,13.26,13.8,175501
2005-01-14,13.8,14,13.01,13.01,129230
2005-01-17,13.01,13.7,13,13.3,104180
2005-01-18,13.3,14,13.26,14,213869
2005-01-19,14,14.99,14.03,14.99,86509
2005-01-20,14.99,15,14.51,15,159109
2005-01-21,15,14.99,14.5,14.5,175757
2005-01-24,14.5,14.9,14.5,14.5,272637
2005-01-25,14.5,14.89,13.7,14.5,74267
2005-01-26,14.5,14.5,14,14,172100
2005-01-27,14,14.11,13.95,14.01,106211
2005-01-28,14.01,14.03,14,14,44432
2005-01-31,14,14.5,14.48,14.5,8800
2005-02-01,14.5,14.5,14,14,57796
2005-02-02,14,14.1,14,14,53185
2005-02-03,14,14.1,13.99,13.99,20164
2005-02-04,13.99,14,13.5,14,31801
2005-02-07,14,14,13.85,14,78255
2005-02-08,14,14.01,14,14,55228
2005-02-10,14,14,13.86,14,136863
2005-02-11,14,14.25,13.85,14.1,280361
2005-02-14,14.1,14.11,13.98,13.98,204823
2005-02-15,13.98,14.5,13.9,14.5,1839696
2005-02-16,14.5,14.01,14,14,10068
2005-02-17,14,14.1,13.85,13.85,134288
2005-02-18,13.85,14.05,13.85,13.85,348818
2005-02-21,13.85,14,14,14,19489
2005-02-22,14,14.02,13.86,14.02,35620
2005-02-23,14.02,14.5,14.02,14.35,45440
2005-02-24,14.35,14.35,14.13,14.35,57604
2005-02-25,14.35,14.8,14.21,14.4,79966
2005-02-28,14.4,14.99,14.4,14.99,77036
2005-03-01,14.99,16,15,15.99,205612
2005-03-02,15.99,15.99,15.5,15.5,522272
2005-03-03,15.5,16.5,15.5,16.5,394765
2005-03-04,16.5,17,16.01,16.85,852666
2005-03-07,16.85,16.99,15.99,16.2,769351
2005-03-08,16.2,16.5,15.99,16,110712
2005-03-09,16,16.5,15.9,16,123663
2005-03-10,16,16.39,15.95,16.39,224874
2005-03-11,16.39,16.4,16.05,16.06,12641
2005-03-14,16.06,16.3,16,16.3,249104
2005-03-15,16.3,16.3,15.55,15.99,143511
2005-03-16,15.99,15.99,15.54,15.54,19117
2005-03-17,15.54,15.6,15,15,43869
2005-03-18,15,15.1,14.7,15,40077
2005-03-21,15,15,15,15,9252
2005-03-22,15,15.25,15,15.2,17900
2005-03-23,15.2,15.2,15,15.19,24005
2005-03-24,15.19,15.2,14.55,14.55,128070
2005-03-29,14.55,14.53,14.5,14.5,18885
2005-03-30,14.5,14.55,14.4,14.5,224872
2005-03-31,14.5,14.6,14.6,14.6,9000
2005-04-01,14.6,15,14.7,14.7,167945
2005-04-04,14.7,15.5,15.01,15.01,76878
2005-04-05,15.01,15.6,15.1,15.1,18100
2005-04-06,15.1,15.5,15.1,15.1,224786
2005-04-07,15.1,15.5,15.16,15.5,33396
2005-04-08,15.5,15.99,15.2,15.5,249953
2005-04-11,15.5,15.56,15.5,15.5,200625
2005-04-12,15.5,15.6,15.4,15.5,61280
2005-04-13,15.5,15.8,15.5,15.8,36660
2005-04-14,15.8,15.9,15.7,15.85,141378
2005-04-15,15.85,16,15.5,15.81,87663
2005-04-18,15.81,15.82,15.65,15.65,143650
2005-04-19,15.65,16,15.65,16,400264
2005-04-20,16,16.4,16.02,16.02,68480
2005-04-21,16.02,16.5,16.02,16.5,486518
2005-04-22,16.5,16.8,16.5,16.8,188592
2005-04-25,16.8,17.45,16.8,17,184232
2005-04-26,17,17.4,17,17.05,254742
2005-04-27,17.05,17.43,17,17.11,605238
2005-04-28,17.11,17.43,17,17.2,65472
2005-04-29,17.2,17.3,17,17,255882
2005-05-02,17,17.14,17,17.01,113684
2005-05-03,17.01,17,15.65,16,359912
2005-05-04,16,15.99,15.3,15.35,132854
2005-05-05,15.35,15.7,15,15,776661
2005-05-06,15,15.5,15,15,108903
2005-05-09,15,15.5,15,15.4,100768
2005-05-10,15.4,15.5,14.55,15.49,465913
2005-05-11,15.49,15.49,15,15.01,15585
2005-05-12,15.01,15.5,15,15.1,1014548
2005-05-13,15.1,15.95,15.12,15.5,70051
2005-05-16,15.5,15.6,15.5,15.5,81925
2005-05-17,15.5,15.5,15,15,263172
2005-05-18,15,15,14.55,14.55,11552
2005-05-19,14.55,14.58,14.57,14.58,20303
2005-05-20,14.58,15.2,15.05,15.2,250000
2005-05-24,15.2,15.2,15,15.19,25567
2005-05-25,15.19,15.1,14.95,15,61655
2005-05-26,15,15.05,15,15.05,78700
2005-05-27,15.05,15.2,15,15.01,220496
2005-05-30,15.01,15.05,15.04,15.04,7875
2005-05-31,15.04,15.15,15.1,15.15,8265
2005-06-01,15.15,16.11,15.16,16.1,267321
2005-06-02,16.1,16,15.75,16,20800
2005-06-03,16,16.11,16,16.1,33748
2005-06-06,16.1,16.1,15.6,15.6,60326
2005-06-07,15.6,15.8,15.21,15.8,67189
2005-06-08,15.8,15.61,15.3,15.3,8330
2005-06-09,15.3,15.3,15.21,15.21,27548
2005-06-10,15.21,15.29,15.05,15.29,30240
2005-06-13,15.29,15.21,15.19,15.19,5118
2005-06-14,15.19,15.21,15.05,15.19,75245
2005-06-15,15.19,15.11,15.1,15.11,14100
2005-06-16,15.11,15.11,14.61,14.61,106737
2005-06-17,14.61,14.7,14.5,14.7,520991
2005-06-20,14.7,15,14.8,15,14463
2005-06-21,15,15.05,14.9,15.05,295637
2005-06-22,15.05,15.05,15.05,15.05,32654
2005-06-23,15.05,15,14.8,15,11222
2005-06-24,15,15,14.61,14.61,17428
2005-06-27,14.61,14.51,14.5,14.5,11400
2005-06-28,14.5,14.53,14.51,14.53,19370
2005-06-29,14.53,14.9,14.51,14.6,130536
2005-06-30,14.6,15,14.51,15,220031
