Date,Open,High,Low,Close,Volume
2000-07-26,3.3,3.2,3.2,3.2,5968
2000-07-27,3.2,3.15,3.15,3.15,86475
2000-07-31,3.15,3.45,3.15,3.45,94908
2000-08-02,3.45,3.5,3.45,3.5,3450
2000-08-03,3.5,3.8,3.6,3.8,119488
2000-08-08,3.8,4,3.85,4,78813
2000-08-09,4,4.01,4,4,162824
2000-08-10,4,4,4,4,3750
2000-08-15,4,3.89,3.89,3.89,16872
2000-08-16,3.89,3.89,3.89,3.89,1000
2000-08-22,3.89,3.62,3.6,3.6,9409
2000-08-23,3.6,3.6,3.6,3.6,70000
2000-08-24,3.6,3.6,3.6,3.6,33638
2000-08-28,3.6,3.61,3.5,3.6,128473
2000-08-30,3.6,3.8,3.8,3.8,10000
2000-08-31,3.8,3.75,3.75,3.75,5494
2000-09-05,3.75,3.69,3.69,3.69,1336
2000-09-07,3.69,3.6,3.6,3.6,5606
2000-09-11,3.6,3.6,3.59,3.59,7442
2000-09-12,3.59,3.55,3.5,3.5,8000
2000-09-14,3.5,3.6,3.45,3.6,84795
2000-09-18,3.6,3.65,3.6,3.6,14850
2000-09-20,3.6,3.6,3.6,3.6,309750
2000-09-21,3.6,3.6,3.6,3.6,274260
2000-09-25,3.6,3.6,3.6,3.6,63575
2000-09-26,3.6,3.7,3.6,3.7,17350
2000-09-27,3.7,3.75,3.6,3.75,46061
2000-09-28,3.75,4,3.75,4,19401
2000-10-02,4,3.99,3.9,3.9,13458
2000-10-03,3.9,3.8,3.8,3.8,26310
2000-10-04,3.8,3.61,3.6,3.6,136500
2000-10-09,3.6,3.5,3.5,3.5,67880
2000-10-10,3.5,3.4,3.4,3.4,10000
2000-10-11,3.4,3.4,3.4,3.4,5536
2000-10-12,3.4,3.4,3.4,3.4,34464
2000-10-17,3.4,3.4,3.4,3.4,5747
2000-10-18,3.4,3.39,3.3,3.3,20100
2000-10-19,3.3,3.3,3.3,3.3,32250
2000-10-23,3.3,3.3,3.3,3.3,24000
2000-10-24,3.3,3.01,3,3,100000
2000-10-25,3,3,3,3,327128
2000-10-26,3,3.15,2.99,3.1,440000
2000-10-30,3.1,3.1,3.1,3.1,42724
2000-10-31,3.1,3.1,3.1,3.1,6186
2000-11-01,3.1,3.15,3.1,3.15,601500
2000-11-06,3.15,3.15,3.14,3.15,17000
2000-11-08,3.15,3.14,3.14,3.14,10000
2000-11-09,3.14,3.15,3.1,3.15,112355
2000-11-15,3.15,2.95,2.95,2.95,20000
2000-11-20,2.95,2.9,2.8,2.8,55000
2000-11-22,2.8,2.8,2.8,2.8,22100
2000-11-27,2.8,2.8,2.79,2.79,11973
2000-11-28,2.79,2.79,2.79,2.79,10000
2000-11-29,2.79,3.13,2.8,3.13,1057179
2000-12-05,3.13,3.09,3.09,3.09,7313
2000-12-07,3.09,3.09,3.09,3.09,2050
2000-12-18,3.09,2.99,2.99,2.99,1186
2000-12-20,2.99,2.93,2.93,2.93,2000
2000-12-21,2.93,2.9,2.9,2.9,10000
2000-12-28,2.9,2.85,2.85,2.85,1500
2001-01-02,2.85,2.6,2.6,2.6,13518
2001-01-03,2.6,2.35,2.2,2.2,25291
2001-01-05,2.2,2.21,2.2,2.2,13375
2001-01-08,2.2,2.2,2.2,2.2,52950
2001-01-09,2.2,2.21,2.2,2.2,58441
2001-01-11,2.2,2.28,2.21,2.28,67200
2001-01-12,2.28,2.5,2.36,2.5,1140283
2001-01-15,2.5,2.51,2.5,2.51,17875
2001-01-16,2.51,2.6,2.51,2.6,60276
2001-01-18,2.6,2.7,2.7,2.7,37000
2001-01-22,2.7,2.7,2.7,2.7,10500
2001-01-23,2.7,2.69,2.69,2.69,4000
2001-01-25,2.69,2.65,2.65,2.65,10533
2001-01-26,2.65,2.7,2.7,2.7,55000
2001-01-30,2.7,2.68,2.65,2.65,68467
2001-02-01,2.65,2.6,2.6,2.6,65000
2001-02-05,2.6,2.5,2.5,2.5,20000
2001-02-09,2.5,2.25,2.12,2.12,13331
2001-02-12,2.12,2.25,2.25,2.25,17855
2001-02-13,2.25,2.3,2.25,2.3,3833
2001-02-14,2.3,2.25,2.25,2.25,17167
2001-02-15,2.25,2.3,2.3,2.3,1494
2001-02-16,2.3,2.3,2.3,2.3,47506
2001-02-20,2.3,2.3,2.3,2.3,50000
2001-02-21,2.3,2.4,2.3,2.4,105000
2001-02-23,2.4,2.45,2.4,2.45,65061
2001-02-26,2.45,2.35,2.35,2.35,57500
2001-02-27,2.35,2.6,2.36,2.6,35000
2001-03-01,2.6,2.8,2.6,2.8,335571
2001-03-02,2.8,2.85,2.84,2.85,156856
2001-03-05,2.85,2.85,2.85,2.85,30000
2001-03-06,2.85,2.87,2.85,2.87,484419
2001-03-07,2.87,2.9,2.87,2.9,15000
2001-03-15,2.9,3,2.8,3,123361
2001-03-23,3,3,2.9,3,20083
2001-03-26,3,3,3,3,17917
2001-03-30,3,3.01,3,3.01,25866
2001-04-03,3.01,3.01,3,3,147789
2001-04-05,3,2.99,2.95,2.95,33550
2001-04-06,2.95,2.95,2.95,2.95,25000
2001-04-10,2.95,2.95,2.95,2.95,30000
2001-04-11,2.95,2.94,2.9,2.94,135802
2001-04-20,2.94,2.95,2.95,2.95,201417
2001-04-23,2.95,2.96,2.95,2.96,8000
2001-04-24,2.96,2.95,2.95,2.95,12812
2001-04-26,2.95,2.95,2.95,2.95,32336
2001-04-27,2.95,3,2.95,3,133964
2001-04-30,3,3,3,3,750
2001-05-14,3,2.88,2.88,2.88,10000
2001-05-16,2.88,2.85,2.85,2.85,1500
2001-05-17,2.85,2.85,2.85,2.85,108341
2001-05-28,2.85,2.8,2.8,2.8,18000
2001-05-31,2.8,2.79,2.78,2.78,50000
2001-06-01,2.78,2.75,2.75,2.75,38375
2001-06-04,2.75,2.75,2.75,2.75,100
2001-06-06,2.75,2.88,2.7,2.88,94152
2001-06-07,2.88,3,3,3,212186
2001-06-08,3,3.31,3.15,3.31,610296
2001-06-11,3.31,3.5,3.4,3.5,172636
2001-06-12,3.5,3.5,3.5,3.5,1311
2001-06-13,3.5,3.5,3.5,3.5,31000
2001-06-14,3.5,3.45,3.45,3.45,1700
2001-06-15,3.45,3.21,3.2,3.2,192300
2001-06-18,3.2,3.2,3.2,3.2,9250
2001-06-19,3.2,3.2,3.2,3.2,635000
2001-06-20,3.2,3.2,3.2,3.2,25362
2001-06-22,3.2,3.2,3.19,3.2,229000
2001-06-25,3.2,3.15,3.05,3.05,76250
2001-06-26,3.05,3.04,3.04,3.04,20000
2001-06-29,3.04,3,2.8,3,70922
2001-07-03,3,3,3,3,30500
2001-07-04,3,3,2.95,3,143985
2001-07-05,3,3.2,3,3.2,100000
2001-07-06,3.2,3.05,3.05,3.05,31000
2001-07-09,3.05,3.05,3.05,3.05,17000
2001-07-11,3.05,2.8,2.8,2.8,30000
2001-07-12,2.8,2.6,2.6,2.6,8740
2001-07-13,2.6,2.72,2.72,2.72,10000
2001-07-16,2.72,2.75,2.72,2.75,48375
2001-07-17,2.75,3,2.75,3,81479
2001-07-18,3,3.2,3,3.2,6800
2001-07-19,3.2,3.2,3.2,3.2,37306
2001-07-20,3.2,3.2,3.2,3.2,7394
2001-07-23,3.2,3.1,3,3,93396
2001-07-24,3,3,2.71,2.71,84928
2001-07-25,2.71,2.75,2.75,2.75,2000
2001-07-26,2.75,2.75,2.75,2.75,2900
2001-07-27,2.75,2.77,2.77,2.77,500
2001-07-30,2.77,3,3,3,2375
2001-07-31,3,3,3,3,5502
2001-08-02,3,3,3,3,19212
2001-08-03,3,3,2.9,2.9,49105
2001-08-07,2.9,3,2.8,2.8,176009
2001-08-08,2.8,2.8,2.8,2.8,12587
2001-08-09,2.8,3,2.8,3,25113
2001-08-14,3,2.95,2.95,2.95,8436
2001-08-15,2.95,2.9,2.9,2.9,224
2001-08-17,2.9,2.75,2.75,2.75,1000
2001-08-20,2.75,2.74,2.74,2.74,200
2001-08-21,2.74,2.6,2.5,2.5,18761
2001-08-23,2.5,2.5,2.2,2.5,1146889
2001-08-27,2.5,2.5,2.5,2.5,20000
2001-08-29,2.5,2.5,2.4,2.5,114613
2001-08-30,2.5,2.7,2.7,2.7,1000
2001-08-31,2.7,2.75,2.6,2.75,62399
2001-09-03,2.75,2.76,2.75,2.75,3991
2001-09-06,2.75,2.75,2.74,2.74,18850
2001-09-07,2.74,2.7,2.6,2.6,26250
2001-09-11,2.6,2.6,2.6,2.6,6400
2001-09-12,2.6,2.45,2.4,2.45,22294
2001-09-13,2.45,2.45,2.45,2.45,28154
2001-09-14,2.45,2.45,2.45,2.45,500
2001-09-18,2.45,2.4,2.4,2.4,16558
2001-09-19,2.4,2.3,2.3,2.3,21000
2001-09-20,2.3,2.4,2.25,2.4,90054
2001-09-24,2.4,2.4,2.4,2.4,3000
2001-09-25,2.4,2.45,2.3,2.45,192425
2001-09-26,2.45,2.55,2.45,2.55,27297
2001-09-27,2.55,2.6,2.55,2.6,3496
2001-09-28,2.6,2.7,2.6,2.7,116616
2001-10-01,2.7,2.7,2.7,2.7,5000
2001-10-04,2.7,2.5,2.5,2.5,25000
2001-10-05,2.5,2.5,2.49,2.5,10024
2001-10-08,2.5,2.7,2.4,2.7,82400
2001-10-18,2.7,2.5,2.5,2.5,3664
2001-10-22,2.5,2.35,2.35,2.35,12450
2001-10-23,2.35,2.3,2.3,2.3,20000
2001-10-24,2.3,2.5,2.3,2.5,95597
2001-11-01,2.5,2.3,2.2,2.2,37800
2001-11-05,2.2,2.3,2.19,2.3,24333
2001-11-06,2.3,2.31,2.31,2.31,1410
2001-11-07,2.31,2.32,2.32,2.32,999
2001-11-08,2.32,2.32,2.3,2.3,188570
2001-11-16,2.3,2.3,2.3,2.3,10810
2001-11-21,2.3,2.3,2.3,2.3,16082
2001-11-28,2.3,2.15,2.15,2.15,26965
2001-11-29,2.15,2.2,2.2,2.2,7935
2001-12-03,2.2,2.19,2,2,44910
2001-12-06,2,2,2,2,25000
2001-12-07,2,2,2,2,54864
2001-12-10,2,2,2,2,50000
2001-12-11,2,1.8,1.8,1.8,11000
2001-12-12,1.8,1.8,1.8,1.8,16200
2001-12-17,1.8,2,1.8,1.8,654000
2001-12-19,1.8,1.8,1.8,1.8,104194
2001-12-21,1.8,1.8,1.8,1.8,11970
2001-12-27,1.8,2,2,2,150000
2002-01-02,2,2,1.8,2,40336
2002-01-04,2,1.8,1.8,1.8,18088
2002-01-07,1.8,1.81,1.81,1.81,2000
2002-01-09,1.81,1.98,1.9,1.9,17400
2002-01-14,1.9,1.9,1.9,1.9,2539
2002-01-15,1.9,1.9,1.9,1.9,20125
2002-01-17,1.9,1.95,1.95,1.95,3000
2002-01-18,1.95,1.95,1.94,1.95,6000
2002-01-28,1.95,1.95,1.95,1.95,20000
2002-01-29,1.95,1.9,1.9,1.9,24568
2002-01-30,1.9,1.9,1.9,1.9,3000
2002-02-01,1.9,1.9,1.9,1.9,2250
2002-02-04,1.9,1.85,1.85,1.85,536
2002-02-05,1.85,1.85,1.85,1.85,10146
2002-02-06,1.85,1.85,1.85,1.85,32604
2002-02-07,1.85,1.98,1.87,1.98,174050
2002-02-08,1.98,1.99,1.98,1.99,76870
2002-02-11,1.99,2,2,2,75000
2002-02-12,2,2.02,2,2,68800
2002-02-14,2,2,2,2,70901
2002-02-15,2,2.05,2.01,2.05,12700
2002-02-18,2.05,2.1,2.1,2.1,10000
2002-02-19,2.1,2.1,2.1,2.1,3104
2002-02-20,2.1,2.1,2.1,2.1,1500
2002-02-21,2.1,2.1,2.1,2.1,200
2002-02-25,2.1,2.1,2.1,2.1,3367
2002-02-26,2.1,2.11,2.11,2.11,9000
2002-03-01,2.11,2.12,2.12,2.12,375
2002-03-04,2.12,2.15,2.15,2.15,5337
2002-03-05,2.15,2.15,2.15,2.15,1686
2002-03-06,2.15,2.2,2.2,2.2,15303
2002-03-07,2.2,2.3,2.26,2.3,8966
2002-03-08,2.3,2.5,2.32,2.5,13710
2002-03-11,2.5,2.37,2.35,2.35,109026
2002-03-12,2.35,2.35,2.35,2.35,10000
2002-03-13,2.35,2.37,2.35,2.37,21777
2002-03-14,2.37,2.4,2.37,2.4,3603
2002-03-15,2.4,2.45,2.4,2.45,2096
2002-03-18,2.45,2.7,2.45,2.5,21000
2002-03-19,2.5,2.7,2.5,2.5,14122
2002-03-20,2.5,2.7,2.5,2.69,172381
2002-03-22,2.69,2.7,2.7,2.7,16204
2002-03-25,2.7,2.7,2.7,2.7,34000
2002-03-26,2.7,2.7,2.7,2.7,2720
2002-03-27,2.7,2.7,2.7,2.7,10650
2002-03-28,2.7,2.7,2.7,2.7,1055
2002-04-02,2.7,2.7,2.7,2.7,10602
2002-04-03,2.7,2.8,2.7,2.8,19945
2002-04-11,2.8,2.5,2.5,2.5,32535
2002-04-12,2.5,2.5,2.5,2.5,200
2002-04-15,2.5,2.5,2.4,2.4,90550
2002-04-16,2.4,2.49,2.4,2.4,503000
2002-04-17,2.4,2.61,2.41,2.61,23500
2002-04-18,2.61,2.7,2.7,2.7,10600
2002-04-19,2.7,2.7,2.7,2.7,50000
2002-04-22,2.7,2.7,2.6,2.7,101950
2002-04-23,2.7,2.8,2.8,2.8,90000
2002-04-24,2.8,2.8,2.8,2.8,25000
2002-04-25,2.8,3,3,3,50000
2002-04-29,3,3,2.98,3,264515
2002-04-30,3,3.12,3.1,3.11,421833
2002-05-01,3.11,3.12,3.1,3.12,81318
2002-05-02,3.12,3.5,3.2,3.2,142836
2002-05-03,3.2,3.5,3.4,3.5,296677
2002-05-06,3.5,4,3.5,4,402470
2002-05-07,4,4,4,4,111028
2002-05-08,4,4.2,4,4.2,56383
2002-05-09,4.2,4.25,4.19,4.2,36601
2002-05-10,4.2,4.15,4,4,22300
2002-05-13,4,4,4,4,220105
2002-05-14,4,3.99,3.99,3.99,3000
2002-05-15,3.99,3.9,3.89,3.9,21500
2002-05-16,3.9,3.65,3.65,3.65,10000
2002-05-17,3.65,3.65,3.64,3.65,10875
2002-05-20,3.65,3.51,3.5,3.5,30000
2002-05-21,3.5,3.25,3.25,3.25,23559
2002-05-27,3.25,3.5,3.24,3.5,101686
2002-05-29,3.5,3.48,3.48,3.48,18391
2002-05-30,3.48,3.4,3.4,3.4,1050
2002-05-31,3.4,3.15,3,3,223381
2002-06-03,3,3,2.99,3,169439
2002-06-04,3,3.4,3,3.4,74000
2002-06-06,3.4,3.2,3,3,71395
2002-06-10,3,3,2.95,2.95,50000
2002-06-11,2.95,3,3,3,1500
2002-06-12,3,3.01,3,3,168
2002-06-17,3,3.1,3.1,3.1,1155
2002-06-18,3.1,3.18,3.16,3.16,50000
2002-06-19,3.16,3.16,3.15,3.16,135302
2002-06-21,3.16,3.25,3.1,3.25,204398
2002-06-24,3.25,3.24,3.24,3.24,84375
2002-06-25,3.24,3.24,3.1,3.1,28268
2002-06-26,3.1,3.2,3.1,3.2,234680
2002-06-27,3.2,3.4,3.25,3.4,55000
2002-06-28,3.4,3.35,3.35,3.35,1500
2002-07-01,3.35,3.4,3.4,3.4,5000
2002-07-02,3.4,3.9,3.45,3.8,63086
2002-07-03,3.8,4.2,3.89,4.2,389318
2002-07-04,4.2,4.5,4.15,4.15,628772
2002-07-05,4.15,4.06,4,4,574435
2002-07-08,4,3.99,3.9,3.9,5657
2002-07-09,3.9,3.8,3.8,3.8,260
2002-07-11,3.8,3.75,3.7,3.7,5332
2002-07-12,3.7,3.7,3.7,3.7,50000
2002-07-15,3.7,3.7,3.5,3.5,100322
2002-07-16,3.5,3.5,3.5,3.5,11000
2002-07-17,3.5,3.5,3.49,3.5,118583
2002-07-18,3.5,3.5,3.5,3.5,12678
2002-07-19,3.5,3.7,3.5,3.7,16286
2002-07-25,3.7,3.6,3.55,3.55,5715
2002-07-26,3.55,3.55,3.55,3.55,892
2002-07-30,3.55,3.56,3.55,3.55,122054
2002-07-31,3.55,3.55,3.55,3.55,179
2002-08-02,3.55,3.6,3.5,3.5,36417
2002-08-05,3.5,3.5,3.5,3.5,385
2002-08-07,3.5,3.5,3.5,3.5,786
2002-08-08,3.5,3.51,3.5,3.51,3212
2002-08-09,3.51,3.27,3.2,3.2,38204
2002-08-12,3.2,3.2,3.2,3.2,20100
2002-08-14,3.2,3.16,3.1,3.1,58636
2002-08-15,3.1,3.1,3.1,3.1,42650
2002-08-19,3.1,3.1,3,3,168178
2002-08-20,3,3,3,3,129652
2002-08-21,3,3,3,3,6084
2002-08-22,3,3,3,3,1000
2002-08-27,3,2.95,2.95,2.95,15300
2002-08-28,2.95,2.8,2.8,2.8,23977
2002-08-29,2.8,2.65,2.65,2.65,113609
2002-08-30,2.65,2.65,2.65,2.65,950
2002-09-02,2.65,2.65,2.65,2.65,15936
2002-09-03,2.65,2.66,2.66,2.66,5800
2002-09-04,2.66,2.71,2.66,2.7,59525
2002-09-05,2.7,2.7,2.7,2.7,200
2002-09-06,2.7,2.72,2.71,2.72,130472
2002-09-10,2.72,2.72,2.7,2.7,8200
2002-09-11,2.7,2.71,2.7,2.7,35372
2002-09-12,2.7,2.7,2.7,2.7,11811
2002-09-13,2.7,2.7,2.7,2.7,100800
2002-09-17,2.7,2.7,2.69,2.7,14663
2002-09-20,2.7,2.7,2.7,2.7,95240
2002-09-23,2.7,2.7,2.7,2.7,26750
2002-09-24,2.7,2.7,2.69,2.7,58510
2002-09-25,2.7,2.66,2.65,2.65,21027
2002-09-26,2.65,2.65,2.65,2.65,1861
2002-10-01,2.65,2.63,2.6,2.6,45063
2002-10-02,2.6,2.6,2.55,2.55,50713
2002-10-03,2.55,2.65,2.65,2.65,2078
2002-10-04,2.65,2.61,2.6,2.6,87762
2002-10-07,2.6,2.7,2.7,2.7,422
2002-10-14,2.7,2.64,2.6,2.6,13430
2002-10-15,2.6,2.6,2.6,2.51,12022
2002-10-18,2.51,2.6,2.6,2.6,63750
2002-10-23,2.6,2.6,2.6,2.6,15000
2002-10-24,2.6,2.6,2.6,2.6,10000
2002-10-28,2.6,2.6,2.6,2.6,7239
2002-10-30,2.6,2.6,2.6,2.6,2000
2002-11-01,2.6,2.6,2.6,2.6,3000
2002-11-04,2.6,2.6,2.5,2.6,208572
2002-11-07,2.6,2.61,2.6,2.61,7447
2002-11-11,2.61,2.6,2.55,2.55,20428
2002-11-12,2.55,2.6,2.6,2.6,35000
2002-11-13,2.6,2.6,2.6,2.6,7686
2002-11-14,2.6,2.55,2.55,2.55,29061
2002-11-15,2.55,2.54,2.49,2.5,25450
2002-11-18,2.5,2.5,2.5,2.5,11500
2002-11-20,2.5,2.46,2.45,2.45,96335
2002-11-21,2.45,2.45,2.45,2.45,7611
2002-11-22,2.45,2.46,2.46,2.46,90500
2002-11-25,2.46,2.46,2.46,2.46,10112
2002-11-26,2.46,2.5,2.5,2.5,12500
2002-11-27,2.5,2.45,2.45,2.45,10000
2002-11-29,2.45,2.5,2.45,2.5,25291
2002-12-03,2.5,2.49,2.49,2.49,40160
2002-12-05,2.49,2.4,2.4,2.4,7672
2002-12-06,2.4,2.4,2.38,2.39,256005
2002-12-09,2.39,2.38,2.36,2.36,17659
2002-12-10,2.36,2.38,2.38,2.38,20000
2002-12-12,2.38,2.38,2.38,2.38,16900
2002-12-13,2.38,2.39,2.39,2.39,10752
2002-12-16,2.39,2.39,2.39,2.39,3675
2002-12-17,2.39,2.39,2.39,2.39,78750
2002-12-18,2.39,2.39,2.39,2.39,36860
2002-12-19,2.39,2.39,2.38,2.38,114397
2002-12-20,2.38,2.38,2.38,2.38,32500
2002-12-24,2.38,2.6,2.39,2.6,596925
2003-01-03,2.6,2.5,2.5,2.5,66000
2003-01-06,2.5,2.5,2.49,2.5,148989
2003-01-07,2.5,2.5,2.5,2.5,191000
2003-01-08,2.5,2.5,2.5,2.5,209776
2003-01-09,2.5,2.6,2.5,2.6,27985
2003-01-10,2.6,2.6,2.51,2.6,41926
2003-01-13,2.6,2.55,2.51,2.51,51314
2003-01-14,2.51,2.51,2.51,2.51,17374
2003-01-15,2.51,2.51,2.5,2.51,83761
2003-01-16,2.51,2.51,2.51,2.51,6100
2003-01-17,2.51,2.6,2.52,2.52,97859
2003-01-20,2.52,2.52,2.51,2.51,38462
2003-01-21,2.51,2.51,2.51,2.51,5000
2003-01-23,2.51,2.51,2.51,2.51,10000
2003-01-24,2.51,2.5,2.45,2.5,98000
2003-01-28,2.5,2.5,2.5,2.5,3000
2003-01-29,2.5,2.7,2.5,2.7,346229
2003-01-30,2.7,3,2.7,3,1013000
2003-01-31,3,3,3,3,23000
2003-02-03,3,3,2.99,3,112500
2003-02-04,3,3,2.99,3,110000
2003-02-05,3,3,2.99,3,68151
2003-02-06,3,3,3,3,122532
2003-02-10,3,3.05,3,3,128768
2003-02-11,3,2.81,2.8,2.81,27433
2003-02-12,2.81,2.81,2.8,2.81,17721
2003-02-13,2.81,2.82,2.82,2.82,3076
2003-02-14,2.82,3,2.9,3,61500
2003-02-18,3,3.02,3.02,3.02,50000
2003-02-19,3.02,3.05,3.05,3.05,204900
2003-02-20,3.05,3.1,3.05,3.1,153515
2003-02-21,3.1,3.05,3.05,3.05,25000
2003-02-24,3.05,3.05,3.05,3.05,3021
2003-02-25,3.05,3.06,3,3,73279
2003-02-26,3,3,3,3,12000
2003-02-28,3,2.95,2.95,2.95,30000
2003-03-03,2.95,2.85,2.81,2.81,3590
2003-03-04,2.81,3,2.85,3,400679
2003-03-07,3,3,2.9,3,18000
2003-03-10,3,3,3,3,222
2003-03-11,3,3,2.99,2.99,3500
2003-03-12,2.99,2.85,2.8,2.8,181039
2003-03-13,2.8,2.8,2.8,2.8,30000
2003-03-17,2.8,2.8,2.8,2.8,17343
2003-03-18,2.8,2.8,2.8,2.8,31264
2003-03-19,2.8,2.75,2.75,2.75,68000
2003-03-20,2.75,2.75,2.75,2.75,27006
2003-03-21,2.75,2.75,2.74,2.75,31484
2003-03-24,2.75,2.75,2.75,2.75,7819
2003-03-25,2.75,2.75,2.75,2.75,952
2003-03-26,2.75,2.62,2.6,2.6,70076
2003-03-27,2.6,2.6,2.6,2.6,166930
2003-03-31,2.6,2.6,2.6,2.6,184
2003-04-02,2.6,2.6,2.6,2.6,129
2003-04-03,2.6,2.4,2.39,2.4,1154
2003-04-04,2.4,2.6,2.55,2.55,314972
2003-04-07,2.55,2.6,2.6,2.6,495
2003-04-08,2.6,2.6,2.6,2.6,155
2003-04-09,2.6,2.4,2.3,2.3,50000
2003-04-10,2.3,2.4,2.4,2.4,35000
2003-04-14,2.4,2.25,2.25,2.25,2275
2003-04-15,2.25,2.25,2.25,2.25,51606
2003-04-16,2.25,2.25,2.25,2.25,3612
2003-04-23,2.25,2.3,2.3,2.3,36194
2003-04-24,2.3,2.3,2.3,2.3,10682
2003-04-25,2.3,2.4,2.3,2.4,33214
2003-04-28,2.4,2.31,2.31,2.31,1686
2003-04-29,2.31,2.32,2.31,2.32,2686
2003-05-01,2.32,2.33,2.33,2.33,150
2003-05-05,2.33,2.31,2.3,2.3,143940
2003-05-06,2.3,2.3,2.3,2.3,2900
2003-05-07,2.3,2.3,2.25,2.25,27826
2003-05-08,2.25,2.2,2.2,2.2,300
2003-05-09,2.2,2.2,2.2,2.2,4000
2003-05-12,2.2,2.2,2.2,2.2,700
2003-05-13,2.2,2.2,2.1,2.2,20675
2003-05-16,2.2,2.1,2,2,50937
2003-05-19,2,1.8,1.8,1.8,20283
2003-05-21,1.8,1.8,1.8,1.8,1815
2003-05-22,1.8,1.81,1.81,1.81,1686
2003-05-26,1.81,1.85,1.85,1.85,27000
2003-05-28,1.85,1.9,1.9,1.9,3625
2003-05-29,1.9,1.93,1.93,1.93,375
2003-05-30,1.93,1.93,1.93,1.93,450
2003-06-02,1.93,1.95,1.95,1.95,1186
2003-06-04,1.95,2.01,2,2,42006
2003-06-05,2,2,2,2,302906
2003-06-06,2,2.05,2,2.05,100000
2003-06-09,2.05,2,2,2,52695
2003-06-10,2,2,2,2,19541
2003-06-12,2,2,2,2,31689
2003-06-16,2,2,2,2,120877
2003-06-18,2,2,2,2,8000
2003-06-20,2,1.9,1.9,1.9,3900
2003-06-23,1.9,1.9,1.81,1.81,104500
2003-06-26,1.81,1.81,1.81,1.81,1877
2003-07-01,1.81,1.85,1.82,1.85,25922
2003-07-02,1.85,1.85,1.84,1.84,25353
2003-07-03,1.84,1.85,1.85,1.85,100
2003-07-04,1.85,1.85,1.85,1.85,71889
2003-07-08,1.85,1.9,1.9,1.9,382553
2003-07-09,1.9,1.9,1.9,1.9,156
2003-07-10,1.9,1.9,1.9,1.9,12954
2003-07-11,1.9,1.95,1.95,1.95,39604
2003-07-15,1.95,1.95,1.95,1.95,2500
2003-07-18,1.95,1.95,1.95,1.95,132481
2003-07-21,1.95,1.95,1.9,1.9,26216
2003-07-22,1.9,1.95,1.9,1.9,52686
2003-07-23,1.9,2,1.95,2,8686
2003-07-24,2,2.2,2,2.2,236283
2003-07-25,2.2,2.5,2.5,2.5,56750
2003-07-28,2.5,2.8,2.28,2.45,64150
2003-07-30,2.45,2.3,2.1,2.1,18122
2003-07-31,2.1,2.16,2.11,2.15,27075
2003-08-05,2.15,2.33,2.3,2.33,250000
2003-08-07,2.33,2.35,2.33,2.35,205375
2003-08-08,2.35,2.36,2.35,2.36,414700
2003-08-11,2.36,2.5,2.5,2.5,105400
2003-08-12,2.5,2.55,2.55,2.55,50000
2003-08-13,2.55,2.6,2.5,2.5,118300
2003-08-14,2.5,2.55,2.5,2.5,113700
2003-08-15,2.5,2.5,2.34,2.34,179485
2003-08-18,2.34,2.5,2.34,2.5,29393
2003-08-19,2.5,2.5,2.5,2.5,19700
2003-08-20,2.5,2.5,2.5,2.5,9000
2003-08-21,2.5,2.34,2.34,2.34,3000
2003-08-22,2.34,2.55,2.49,2.55,300900
2003-08-25,2.55,2.5,2.5,2.5,4650
2003-08-26,2.5,2.75,2.75,2.75,205509
2003-08-28,2.75,2.74,2.74,2.74,37500
2003-08-29,2.74,2.75,2.6,2.75,125349
2003-09-01,2.75,2.95,2.75,2.75,22865
2003-09-02,2.75,2.81,2.8,2.8,50000
2003-09-03,2.8,2.85,2.8,2.8,29328
2003-09-04,2.8,3.2,2.79,3.1,1630872
2003-09-05,3.1,3.1,3,3.1,2434
2003-09-08,3.1,3.1,3.1,3.1,786661
2003-09-10,3.1,3.05,3,3,2014704
2003-09-15,3,3,2.95,3,207200
2003-09-16,3,3.1,2.95,2.95,20000
2003-09-17,2.95,2.95,2.8,2.8,36012
2003-09-19,2.8,2.8,2.75,2.8,17000
2003-09-25,2.8,2.75,2.6,2.6,6386
2003-09-26,2.6,2.7,2.6,2.7,9267
2003-09-30,2.7,2.75,2.7,2.75,6500
2003-10-02,2.75,2.7,2.6,2.6,4095
2003-10-03,2.6,2.6,2.52,2.52,11292
2003-10-06,2.52,2.5,2.5,2.5,3313
2003-10-07,2.5,2.51,2.51,2.51,1500
2003-10-08,2.51,2.52,2.51,2.52,1275
2003-10-10,2.52,2.7,2.53,2.7,14500
2003-10-13,2.7,2.54,2.52,2.54,17284
2003-10-14,2.54,2.75,2.56,2.75,170348
2003-10-15,2.75,2.7,2.56,2.7,189499
2003-10-16,2.7,2.56,2.55,2.55,70323
2003-10-21,2.55,2.6,2.55,2.6,94000
2003-10-22,2.6,2.6,2.6,2.6,6724
2003-10-24,2.6,2.6,2.6,2.6,2000
2003-10-27,2.6,2.6,2.6,2.6,12685
2003-10-28,2.6,2.65,2.6,2.65,712
2003-10-29,2.65,3,2.7,2.7,381686
2003-10-30,2.7,3,2.9,2.9,106547
2003-10-31,2.9,3.25,2.95,3.2,229350
2003-11-03,3.2,3.06,3,3,106562
2003-11-04,3,2.7,2.7,2.7,2000
2003-11-05,2.7,2.7,2.65,2.7,19274
2003-11-06,2.7,2.61,2.6,2.6,54375
