
Symbol,Date,"52 Week High","52 Week Low","Previous Year Div","Current Year Div","Volume (non block)","Today High","Today Low","Last Traded","Close Price","Price Change","Closing Bid","Closing Ask"
CCC,2009-01-02,26.500000,.590000,,,55500.000000,4.000000,3.940000,4.000000,4.000000,.050000,,
CCC,2009-01-05,26.500000,.590000,,,36794.000000,4.000000,3.730000,3.850000,3.850000,-.150000,,
CCC,2009-01-06,26.500000,.590000,,,.000000,,,3.850000,3.850000,.000000,,
CCC,2009-01-07,26.500000,.590000,,,32500.000000,4.000000,3.900000,3.900000,3.900000,.050000,,
CCC,2009-01-08,26.500000,.590000,,,7850.000000,3.900000,3.850000,3.900000,3.900000,.000000,,
CCC,2009-01-09,26.500000,.590000,,,16875.000000,3.900000,3.800000,3.900000,3.900000,.000000,,
CCC,2009-01-12,26.500000,.590000,,,.000000,,,3.900000,3.900000,.000000,,
CCC,2009-01-13,26.500000,.590000,,,2750.000000,3.800000,3.800000,3.800000,3.800000,-.100000,,
CCC,2009-01-14,26.500000,.590000,,,1500.000000,3.850000,3.850000,3.850000,3.850000,.050000,,
CCC,2009-01-15,26.500000,.590000,,,.000000,,,3.850000,3.850000,.000000,,
CCC,2009-01-16,26.500000,.590000,,,9353.000000,4.400000,3.890000,4.400000,4.400000,.550000,,
CCC,2009-01-19,26.500000,.590000,,,.000000,,,4.400000,4.400000,.000000,,
CCC,2009-01-20,26.500000,.590000,,,1000.000000,5.000000,4.450000,4.450000,4.450000,.050000,,
CCC,2009-01-21,26.500000,.590000,,,.000000,,,4.450000,4.450000,.000000,,
CCC,2009-01-22,26.500000,.590000,,,717.000000,4.450000,4.450000,4.450000,4.450000,.000000,,
CCC,2009-01-23,26.500000,.590000,,,.000000,,,4.450000,4.450000,.000000,,
CCC,2009-01-26,26.500000,.590000,,,4200.000000,4.510000,4.500000,4.510000,4.510000,.060000,,
CCC,2009-01-27,26.500000,.590000,,,.000000,,,4.510000,4.510000,.000000,,
CCC,2009-01-28,26.500000,.590000,,,8680.000000,4.650000,4.650000,4.650000,4.650000,.140000,,
CCC,2009-01-29,26.500000,.590000,,,3375.000000,4.500000,4.500000,4.500000,4.500000,-.150000,,
CCC,2009-01-30,26.500000,.590000,,,8525.000000,4.500000,4.500000,4.500000,4.500000,.000000,,
CCC,2009-02-02,26.500000,.590000,,,13000.000000,4.550000,4.510000,4.510000,4.510000,.010000,,
CCC,2009-02-03,26.500000,.590000,,,5911.000000,4.510000,4.500000,4.510000,4.510000,.000000,,
CCC,2009-02-04,26.500000,.590000,,,900.000000,4.510000,4.510000,4.510000,4.510000,.000000,,
CCC,2009-02-05,26.500000,.590000,,,1500.000000,4.520000,4.520000,4.520000,4.520000,.010000,,
CCC,2009-02-06,26.500000,.590000,,,2400.000000,4.500000,4.500000,4.500000,4.500000,-.020000,,
CCC,2009-02-09,26.500000,.590000,,,.000000,,,4.500000,4.500000,.000000,,
